YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,SECTOR,INDUSTRY,UT30_NAME,ACCOUNT_TYPE,SIGNINGS_AMT,PRACTICE,DEAL_SIZE,CLIENT_NAME,SIGNINGS_AMT_PY,SIGNINGS_AMT_PPY,COUNTRY,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,MONTH
2023,2,3,Rest of EMEA,DACH,DE FSS,Select BPS-T,Custom Application Management Services OA,TARGET PREMIER,0.0,Custom Application Operations,<10M,VIG VIENNA INSURANCE GROUP,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,4,11,Americas,US Public and Communications,US Public and Communications,Education,Oracle - TT,PREMIER,0.0,Oracle,<10M,STATE OF NORTH CAROLINA,,,,,Strategy & Technology,Business Applications,HR Technology,3
2023,2,13,Rest of EMEA,NCEE,Bel Lux,Select BPS-T,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,AI & Analytics,<10M,TECHNOPOLIS,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,11,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,SALESFORCE,ENTERPRISE,-297969.0,Salesforce,<10M,SHELL PLC,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,3
2023,2,5,Americas,LA,Mexico,Select BPS-T,CUSTOMER BPO,ENTERPRISE,256.0,Customer Operations,<10M,NATURGY,,,,,Intelligent Operations,Business Operations,Customer Service Transformation and Operations,1
2023,2,6,Americas,US Federal,US Federal,Government,Digital Product Design and Engineering OA,ENTERPRISE,0.0,Migration & Modernization,<10M,CIV - INTERIOR,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,1,9,Americas,US Financial,US Financial,Insurance,Digital Product Design and Engineering OA,ENTERPRISE,0.0,,<10M,METLIFE,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,3,12,Americas,US Communications & Industrial,US Communications & Industrial,Unassigned,"App Mig and Modern (not AWS, Microsoft) OA",Unassigned,0.0,Migration & Modernization,<10M,Unassigned,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",3
2023,4,5,Japan,JP Top,JP Other,Valid Unassigned Activity,Cloud Platform Engineering Services - Other,Unassigned,231837.0,Japan Joint Ventures,<10M,NABTESCO CORPORATION,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,1
2023,2,5,Rest of EMEA,SPGI,Portugal,Select BPS-T,Industry Operations Non BPO,FOUNDATION,-47190.0,,<10M,MONTEPIO,,,,,Intelligent Operations,Business Operations,Intelligent Industry Operations,1
2023,2,13,Rest of EMEA,DACH,DE IND,Select BPS-T,SAP,ENTERPRISE,3138.0,SAP,<10M,PANASONIC HOLDINGS CORPORATION,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,1,5,Americas,US Communications & Industrial,US Communications & Industrial,Computer Integrated Systems Design,IBM Cyber Threat Management Other,PREMIER,0.0,Cyber Threat Management,<10M,DOW CHEMICAL,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,1
2023,1,7,APAC,ISA,ISA FSS,Digital Squads,Custom Application Management Services OA,TARGET PREMIER,0.0,Custom Application Operations,<10M,"GOLDMAN SACHS GROUP, INC",,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,6,Americas,US Financial,US Financial,Select Technology Sales Rep,Cloud Platform Engineering Services - Other,Unassigned,0.0,Platform Engineering Services,<10M,RAYMOND JAMES,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
2023,3,10,Americas,US Communications & Industrial,US Communications & Industrial,Automotive,Sales and Commerce Transformation OA,ENTERPRISE,1890565.0,Customer,<10M,GENERAL MOTORS,,,,,Strategy & Technology,Strategy & Transformation,Sales and Commerce Transformation,3
2023,2,9,Rest of EMEA,France,France COMM,Unassigned,Industry Operations Non BPO,Unassigned,0.0,Industry Operations & Automation,<10M,Unassigned,,,,,Intelligent Operations,Business Operations,Intelligent Industry Operations,2
2023,3,8,Japan,JP Insurance,JP INS NISSAY,Insurance,Application Mig and Mod on AWS OA,ENTERPRISE,0.0,AWS,>=10M,NISSAY,,,,,Strategy & Technology,Hybrid Cloud & Data,Application Migration and Modernization on AWS,2
2023,2,12,Americas,Canada,Canada DIST,Select Technology Sales Rep,Quality Engineering Services OA,PREMIER,45723.0,Quality Engineering,<10M,"EMPIRE COMPANY LIMITED (SOBEYS, ACHILLE DE LA CHEVROTIERE)",,,,,Intelligent Operations,Application Operations,Quality Engineering Services,3
2023,3,6,APAC,ISA,ISA FSS,Select BPS-T,WORKDAY,FOUNDATION CLUSTER,0.0,Workday,<10M,FIDELITY INTERNATIONAL,,,,,Strategy & Technology,Business Applications,HR Technology,2
2023,3,11,Japan,JP Industrial,JP Electronics,Unassigned,Industry Operations Non BPO,Unassigned,0.0,Industry Operations & Automation,<10M,Unassigned,,,,,Intelligent Operations,Business Operations,Intelligent Industry Operations,3
2023,2,11,Japan,JP Top,JP Other,Unassigned,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,"BANDO CHEMICAL INDUSTRIES, LTD.",,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,1,7,Rest of EMEA,SPGI,Portugal,Select BPS-T,AMS for SAP Apps,Unassigned,0.0,SAP Application Operations,<10M,CS HOTELS,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,2
2023,3,13,Rest of EMEA,France,France FSS,Banking,Digital Product Design and Engineering OA,ENTERPRISE,0.0,,<10M,BNP PARIBAS,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,9,Americas,LA,Mexico,Telecommunications,SALESFORCE,PREMIER,0.0,Salesforce,<10M,AMERICA MOVIL,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,2
2023,1,8,Americas,US Public and Communications,US Public and Communications,Government,IBM AIOps Services OA,ENTERPRISE,0.0,,<10M,STATE OF CALIFORNIA,,,,,Intelligent Operations,Application Operations,IBM AIOps Services,2
2023,2,6,Americas,US Distribution,US Cpg,Consumer Products,SALESFORCE,ENTERPRISE,0.0,Salesforce,<10M,PEPSICO (PEPSI-COLA INTL),,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,2
2023,3,10,Americas,Canada,Canada Fin,Banking,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,TD BANK FINANCIAL GROUP,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,8,APAC,GCG,MCN IFC PLUS,Select BPS-T,HR and Talent,FOUNDATION,341985.0,Talent,<10M,"SHANDONG HONGLIYUAN CO., LTD.",,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,2
2023,4,9,Americas,US Distribution,US Retail,Unassigned,Strategy & Tech Top OA,Unassigned,-215000.0,,<10M,Unassigned,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,2
2023,2,13,Rest of EMEA,DACH,DE FSS,Insurance,"AI Integration Services (with IBM, AWS)",FOUNDATION CLUSTER,93800.0,AI & Analytics,<10M,ASSICURAZIONI GENERALI,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,3,9,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,OCCIDENTAL PETROLEUM,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,2,5,Rest of EMEA,SPGI,Portugal,Select BPS-T,HR and Talent,Unassigned,9593.0,Talent,<10M,"CTT - CORREIOS DE PORTUGAL, S.A.",,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,1
2023,1,3,UKI,UKI Financial Services Sector,UKI Insurance,Select BPS-T,IBM CyberDefend Other,Unassigned,0.0,CyberDefend,<10M,POLARIS,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,1
2023,3,10,Americas,US Financial,US Financial,Finance Markets,"AI Integration Services (with IBM, AWS)",ENTERPRISE,0.0,Promontory,<10M,VISA,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,6,APAC,ANZ,Australia COMM,Select BPS-T,Supply Chain Transformation OA,PREMIER,0.0,Enterprise Strategy,<10M,ATCO GAS AUSTRALIA GP PTY LTD,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,2
2023,2,8,Americas,US Communications & Industrial,US Communications & Industrial,Digital Squads,Oracle - TT,Unassigned,0.0,Oracle,<10M,HB ZACHRY CO,,,,,Strategy & Technology,Business Applications,HR Technology,2
2023,2,5,APAC,GCG,Taiwan,Select BPS-T,WORKDAY,FOUNDATION,19526.0,Workday,<10M,CHINA DEVELOPMENT FINANCIAL HOLDING CORP.,,,,,Strategy & Technology,Business Applications,HR Technology,1
2023,3,4,Rest of EMEA,Italy,Italy GOV HLTH,Government,Digital Product Design and Engineering OA,ENTERPRISE,0.0,,<10M,PREVIDENZA E SALUTE,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,1
2023,2,3,UKI,UKI Public,UKI DWP,Government,Digital Product Design and Engineering OA,ENTERPRISE,1915896.0,IBM & Red Hat,<10M,DEPT FOR WORK/PENSIONS,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,1
2023,1,10,Americas,Canada,Canada Ind,Select Client,SAP,FOUNDATION,0.0,,<10M,LUNDIN MINING,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,1,6,Japan,JP Banking & Financial Markets,JP BKFM MUFG,Finance Markets,Finance Transformation OA,ENTERPRISE,0.0,Finance,<10M,MITSUBISHI UFJ FINANCIAL GROUP (MUFG),,,,,Strategy & Technology,Strategy & Transformation,Finance Transformation,2
2023,2,11,Americas,US Financial,US Financial,Insurance,Oracle - TT,ENTERPRISE,0.0,Oracle,<10M,METLIFE,,,,,Strategy & Technology,Business Applications,HR Technology,3
2023,4,9,Americas,US Communications & Industrial,US Communications & Industrial,Select Technology Sales Rep,AMS for SAP Apps,TARGET PREMIER,0.0,SAP Application Operations,<10M,DELUXE CORPORATION,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,2
2023,3,12,UKI,UKI Financial Services Sector,UKI Banking Other,Digital Squads,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,Promontory,<10M,OANDA EUROPE LIMITED,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,4,6,Rest of EMEA,NCEE,Finland,Select Build(ISV)/Service(GSI),Application Operations OA Top,Unassigned,0.0,,<10M,QPR SOFTWARE OYJ,,,,,Intelligent Operations,Application Operations,Application Operations Top,2
2023,1,11,APAC,GCG,MCN IFC PLUS,Select BPS-T,SAP,Unassigned,0.0,SAP,<10M,HUA NENG INTERNATIONAL POWER DEVELOPMENT COMPANY,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,1,9,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,SCHOLASTIC CORPORATION,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,4,10,Rest of EMEA,NCEE,Defence and Government,Select Technology Sales Rep,Application Operations OA Top,Unassigned,0.0,,<10M,PUOLUSTUSVOIMAT,,,,,Intelligent Operations,Application Operations,Application Operations Top,3
2023,1,11,Rest of EMEA,Italy,Italy Commercial,Select BPS-T,SAP,Unassigned,0.0,SAP,<10M,SOL SPA,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,3,13,Japan,JP Top,JP Other,Unassigned,Custom Application Management Services OA,Unassigned,10263.0,Custom Application Operations,<10M,"OSAKI ELECTRIC CO., LTD.",,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,1,6,Americas,US Distribution,US Retail,Select Technology Sales Rep,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,SUMITOMO CORPORATION,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,11,Rest of EMEA,Italy,Italy Commercial,Energy & Utilities,Custom Application Management Services OA,FOUNDATION,685250.0,Custom Application Operations,<10M,ENEL,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,1,12,Americas,LA,Brazil,Telecommunications,HR and Employee Operations OA,ENTERPRISE,0.0,Talent Operations,<10M,TELEFONICA,,,,,Intelligent Operations,Business Operations,Intelligent HR and Employee Operations,3
2023,4,6,Americas,Canada,Canada Ind,Select Client,SAP Successfactors,FOUNDATION,0.0,SAP,<10M,LUNDIN MINING,,,,,Strategy & Technology,Business Applications,HR Technology,2
2023,1,12,Japan,JP Public,JP Gov and Edu,Government,IBM Cyber Threat Management Other,ENTERPRISE,0.0,Cyber Threat Management,<10M,"MINISTRY OF HEALTH, LABOUR AND WELFARE (PENDING)",,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,3
2023,2,3,Rest of EMEA,NCEE,CEE,Computer Integrated Systems Design,IBM AIOps Services OA,Unassigned,0.0,DevSecOps & IT Automation,<10M,KYNDRYL,,,,,Intelligent Operations,Application Operations,IBM AIOps Services,1
2023,4,10,APAC,ASEAN,Thailand,Select Build(ISV)/Service(GSI),IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,"SAMART CORPORATION PUBLIC CO., LTD",,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,3
2023,2,10,Rest of EMEA,SPGI,Spain PUB,Government,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,AI & Analytics,<10M,AEAT,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,4,8,Americas,US Distribution,US Cpg,Digital Squads,Experience Strategy and Design OA,Unassigned,8900.0,Enterprise Experience Design iX,<10M,KEM KREST CORP,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,2
2023,3,10,UKI,UKI Public,UKI GOV Other,Government,Digital Product Design and Engineering OA,TARGET ENTERPRISE,0.0,IBM & Red Hat,<10M,DEFRA,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,3,UKI,UKI Distribution,UKI CPG,Consumer Products,Finance Operations BPO,PREMIER,52264.0,Finance & Procurement BPO,<10M,UNILEVER,,,,,Intelligent Operations,Business Operations,Intelligent Finance Operations,1
2023,4,12,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,SAP,FOUNDATION,0.0,SAP,<10M,WESTINGHOUSE ELECTRIC COMPANY,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,4,11,Americas,LA,Mexico,Banking,Strategy & Tech Top OA,ENTERPRISE,0.0,,<10M,BANCO BILBAO VIZCAYA ARGENTARIA,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,3
2023,2,6,Rest of EMEA,France,France FSS,Unassigned,Customer Service Transformation and Operations Other,Unassigned,0.0,Customer,<10M,Unassigned,,,,,Intelligent Operations,Business Operations,Customer Service Transformation and Operations,2
2023,3,12,Japan,JP Industrial,JP Electronics,Electronics,AI Integration Services (with Microsoft),ENTERPRISE,0.0,Microsoft,<10M,MITSUBISHI ELECTRIC CORPORATION,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,1,3,Americas,Canada,Canada Fin,Banking,Sales and Commerce Transformation OA,ENTERPRISE,0.0,Customer,<10M,ROYAL BANK OF CANADA,,,,,Strategy & Technology,Strategy & Transformation,Sales and Commerce Transformation,1
2023,3,7,Rest of EMEA,NCEE,CEE,Select BPS-T,SAP,Unassigned,0.0,SAP,<10M,HELIOS,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,3,6,Americas,Canada,Canada DIST,Computer Integrated Systems Design,IBM CyberDefend Other,Unassigned,0.0,CyberDefend,<10M,KYNDRYL,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,2
2023,1,12,Rest of EMEA,France,France FSS,Travel & Transportation,"AI Integration Services (with IBM, AWS)",TARGET PREMIER,0.0,,<10M,CAISSE DES DEPOTS - GPFP,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,8,Americas,US Distribution,US Cpg,Select Technology Sales Rep,AMS for SAP Apps,Unassigned,0.0,SAP Application Operations,<10M,VISION SERVICE PLAN,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,2
2023,1,5,Americas,US Public and Communications,US Public and Communications,Select Client,ADOBE,Unassigned,0.0,Adobe,<10M,SAINT LUKES HEALTH SYSTEM,,,,,Strategy & Technology,Business Applications,Marketing Transformation,1
2023,4,12,Rest of EMEA,SPGI,Portugal,Select BPS-T,Strategy & Tech Top OA,FOUNDATION,0.0,,<10M,MONTEPIO,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,3
2023,4,12,UKI,UKI Distribution,UKI CSI,Select Build(ISV)/Service(GSI),HR and Talent,ENTERPRISE,23577.0,Talent,<10M,ERNST & YOUNG LLP,,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,3
2023,3,5,Rest of EMEA,SPGI,Greece,Select BPS-T,Custom Application Management Services OA,FOUNDATION,95190.0,Custom Application Operations,<10M,HELLENIC BANK PUBLIC COMPANY LIMITED,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,4,4,Americas,LA,LA A and U,Select BPS-T,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,GRUPO SANTANDER,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,3,11,Americas,US Public and Communications,US Public and Communications,Healthcare,ADOBE,ENTERPRISE,-41356.0,Adobe,<10M,ABBOTT LABORATORIES,,,,,Strategy & Technology,Business Applications,Marketing Transformation,3
2023,1,9,Americas,LA,LA North SSA,Select BPS-T,Source-to-Pay Operations BPO,Unassigned,0.0,Finance & Procurement BPO,<10M,UNILEVER,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,2
2023,4,6,Rest of EMEA,DACH,DE IND,Select BPS-T,"App Mig and Modern (not AWS, Microsoft) OA",Unassigned,-8760.0,Migration & Modernization,<10M,TUEV SUEDDEUTSCHLAND,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",2
2023,3,12,Americas,US Public and Communications,US Public and Communications,Healthcare,Application Mgmt Services for Oracle OA,ENTERPRISE,0.0,Oracle Application Operations,>=10M,ABBOTT LABORATORIES,,,,,Intelligent Operations,Application Operations,Application Management Services for Oracle,3
2023,2,8,Japan,JP Industrial,JP AD CP and IPR,Select BPS-T,IBM CyberDefend Other,FOUNDATION,0.0,CyberDefend,<10M,YKK CORPORATION,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,2
2023,3,6,Japan,JP Public,JP Healthcare,Healthcare,Digital Product Design and Engineering OA,ENTERPRISE,0.0,IBM & Red Hat,<10M,JUNTENDO UNIVERSITY,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,1,13,Americas,US Communications & Industrial,US Communications & Industrial,Automotive,"AI Integration Services (with IBM, AWS)",ENTERPRISE,0.0,,<10M,GENERAL MOTORS,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,7,Rest of EMEA,SPGI,Greece,Select BPS-T,Custom Application Management Services OA,FOUNDATION,103250.0,Custom Application Operations,<10M,HELLENIC BANK PUBLIC COMPANY LIMITED,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,11,Japan,JP Banking & Financial Markets,JP BKFM MIZUHO,Banking,Cloud Platform Engineering Services - Other,ENTERPRISE,0.0,Japan Joint Ventures,<10M,MIZUHO FINANCIAL GROUP,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,2,10,Rest of EMEA,DACH,DE COMM DIST HLS,Travel & Transportation,"AI Integration Services (with IBM, AWS)",TARGET PREMIER,0.0,AI & Analytics,<10M,DEUTSCHE POST DHL,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,1,4,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,Marketing Transformation OA,Unassigned,0.0,Customer,<10M,BECTONDICKINSON & CO,,,,,Strategy & Technology,Business Applications,Marketing Transformation,1
2023,3,11,Rest of EMEA,NCEE,Finland,Select BPS-T,Digital Product Design and Engineering OA,PREMIER,0.0,Migration & Modernization,<10M,VALTION TIETO- JA VIESTINTÄTEKNIIKKAKESKUS VALTORI,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,3,9,Rest of EMEA,NCEE,SweNo,Select BPS-T,Data Transformation,PREMIER,0.0,Data Services,<10M,HUSQVARNA AB,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",2
2023,2,7,Americas,US Communications & Industrial,US Communications & Industrial,Select BPS-T,Custom Application Management Services OA,Unassigned,0.0,,<10M,CLEVELAND-CLIFFS INC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,7,APAC,ISA,ISA DIST,Digital Squads,Custom Application Management Services OA,TARGET PREMIER,0.0,Custom Application Operations,<10M,HIGHMARK INC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,10,UKI,UKI Industrial,UKI ELE IPR CNP (wo BP),Chemical & Petroleum,Custom Application Management Services OA,ENTERPRISE,62000.0,Custom Application Operations,<10M,SHELL PLC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,9,Americas,US Communications & Industrial,US Communications & Industrial,Select BPS-T,Strategy & Tech Top OA,Unassigned,0.0,,<10M,OLIN CORP,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,2
2023,3,11,APAC,ISA,ISA COMM,Computer Integrated Systems Design,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,VODAFONE,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,1,10,Americas,LA,Brazil,Select Client,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,OI S/A EM RECUPERACAO JUDICIAL,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,8,APAC,GCG,MCN IFC PLUS,Select BPS-T,SAP,ENTERPRISE,0.0,SAP,<10M,SHELL PLC,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,3,7,Japan,JP Top,JP Other,Unassigned,SAP,Unassigned,0.0,SAP,<10M,"KOBE STEEL, LTD.",,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,3,9,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,AI & Analytics,<10M,GLOBAL FOUNDRIES,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,1,11,Americas,US Federal,US Federal,Government,AI Integration Services (with Microsoft),ENTERPRISE,0.0,Microsoft,<10M,CIV - HHS - OTHER AND NIH,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,1,11,Rest of EMEA,DACH,DE IND,Select BPS-T,Source-to-Pay Operations BPO,ENTERPRISE,0.0,,<10M,PANASONIC HOLDINGS CORPORATION,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,3
2023,2,12,Rest of EMEA,NCEE,SweNo,Banking,"AI Integration Services (with IBM, AWS)",ENTERPRISE,0.0,AI & Analytics,<10M,NORDEA BANK ABP,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,1,13,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,120.0,Japan Joint Ventures,<10M,KOBELCO KAKEN,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,4,13,Americas,Canada,Canada Quebec,Travel & Transportation,Hybrid Integration Services - Salesforce,ENTERPRISE,-1070.0,IBM & Red Hat,<10M,AIR CANADA / AIMIA,,,,,Strategy & Technology,Hybrid Cloud & Data,Hybrid Integration Services,3
2023,3,11,Rest of EMEA,DACH,DE GOV,Select BPS-T,Data Transformation,FOUNDATION,0.0,Data Services,<10M,STATES - EAST GOVERNMENT,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",3
2023,2,10,Japan,JP Top,JP Other,Valid Unassigned Activity,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,ADWAYS INC.,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,2,4,UKI,UKI Communications,UKI ENU (wo NG),Select BPS-T,ServiceNow,FOUNDATION,0.0,,<10M,THAMES WATER LTD,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,1
2023,1,11,UKI,UKI Financial Services Sector,UKI Insurance,Insurance,Oracle - TT,FOUNDATION,0.0,Oracle,<10M,PHOENIX GROUP,,,,,Strategy & Technology,Business Applications,HR Technology,3
2023,2,9,Americas,Canada,Canada Quebec,Digital Squads,Strategy & Tech Top OA,Unassigned,0.0,,<10M,ACCÈSCONSEIL MAINGUY GAGNON-ROCHETTE INC,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,2
2023,3,2,Japan,JP Banking & Financial Markets,JP BKFM MIZUHO,Banking,"App Mig and Modern (not AWS, Microsoft) OA",ENTERPRISE,0.0,IBM & Red Hat,<10M,MIZUHO FINANCIAL GROUP,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",1
2023,3,10,APAC,ISA,ISA DIST,Select BPS-T,Custom Application Management Services OA,FOUNDATION CLUSTER,0.0,Custom Application Operations,<10M,SAFRAN,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,4,APAC,ISA,ISA DIST,Select BPS-T,Strategy & Tech Top OA,PREMIER,0.0,,<10M,UNILEVER,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,1
2023,2,10,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,Application Mig and Mod on AWS OA,Unassigned,0.0,AWS,<10M,PITNEY BOWES,,,,,Strategy & Technology,Hybrid Cloud & Data,Application Migration and Modernization on AWS,3
2023,4,5,Americas,US Distribution,US Retail,Select Client,Mainframe Application Modernization OA,Unassigned,0.0,Migration & Modernization,<10M,TARGET CORPORATION,,,,,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,1
2023,3,5,Americas,Canada,Canada Fin,Banking,Digital Product Design and Engineering OA,ENTERPRISE,0.0,Customer,<10M,BANK OF MONTREAL,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,1
2023,1,5,APAC,ISA,ISA DIST,Digital Squads,Custom Application Management Services OA,TARGET ENTERPRISE,5525.0,Custom Application Operations,<10M,RECKITT BENCKISER,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,1,8,Americas,Canada,Canada Quebec,Select Technology Sales Rep,Custom Application Management Services OA,TARGET ENTERPRISE,313165.0,Custom Application Operations,<10M,BOMBARDIER INC.,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
