YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,SECTOR,INDUSTRY,UT30_NAME,ACCOUNT_TYPE,SIGNINGS_AMT,PRACTICE,DEAL_SIZE,CLIENT_NAME,SIGNINGS_AMT_PY,SIGNINGS_AMT_PPY,COUNTRY,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,MONTH
2023,4,2,Americas,US Financial,US Financial,Banking,Mainframe Application Modernization OA,ENTERPRISE,0.0,Migration & Modernization,<10M,WELLS FARGO,,,,,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,1
2023,4,6,Rest of EMEA,DACH,DE IND,Select BPS-T,IBM Cyber Threat Management Other,FOUNDATION CLUSTER,0.0,Cyber Threat Management,<10M,MAYR-MELNHOF,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,3,5,Rest of EMEA,NCEE,CEE,Select BPS-T,SAP,Unassigned,509.0,,<10M,MELEXIS,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,1
2023,2,9,UKI,UKI Industrial,UKI ELE IPR CNP (wo BP),Select BPS-T,Experience Strategy and Design OA,Unassigned,-1.0,,<10M,TOTAL,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,2
2023,1,10,Americas,Canada,Canada Ind,Select Client,IBM CyberDefend Other,PREMIER,0.0,CyberDefend,<10M,SUNCOR ENERGY,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,3
2023,1,11,Rest of EMEA,NCEE,Netherlands,Consumer Products,Supply Chain Transformation OA,ENTERPRISE,0.0,Enterprise Strategy,<10M,HEINEKEN,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,3
2023,3,11,APAC,ANZ,Australia DIST,Government,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,KYNDRYL,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,3
2023,2,10,Rest of EMEA,France,France FSS,Banking,Cloud and Technology Strategy OA,ENTERPRISE,368.0,Cloud Advisory,<10M,BNP PARIBAS,,,,,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,3
2023,4,3,Americas,Canada,Canada PUB,Government,Custom Application Management Services OA,PREMIER,0.0,Custom Application Operations,<10M,AB GOVERNMENT/MINISTRIES,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,4,9,APAC,ISA,ISA FSS,Select BPS-T,Digital Product Design and Engineering OA,FOUNDATION CLUSTER,1.0,,<10M,ALLSTATE INSURANCE COMPANY,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,3,11,Rest of EMEA,SPGI,Spain COMM,Energy & Utilities,AMS for SAP Apps,TARGET ENTERPRISE,0.0,,<10M,IBERDROLA,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,2,6,Americas,US Distribution,US TNT,Travel & Transportation,Digital Product Design and Engineering OA,ENTERPRISE,0.0,IBM & Red Hat,<10M,DELTA AIRLINES,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,2,7,Rest of EMEA,NCEE,CEE,Select BPS-T,SAP,Unassigned,0.0,,<10M,MELEXIS,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,1,5,APAC,ISA,ISA DIST,Select Build(ISV)/Service(GSI),Custom Application Management Services OA,FOUNDATION CLUSTER,214694.0,Custom Application Operations,<10M,INFOSYS LIMITED,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,2,2,Americas,US Financial,US Financial,Banking,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,AMERICAN EXPRESS,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,3,13,Rest of EMEA,NCEE,SweNo,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,10932.0,Platform Engineering Services,<10M,EW GROUP GMBH,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,2,4,Japan,JP Distribution,JP Consumer,Consumer Products,HR and Talent,FOUNDATION,0.0,Talent,<10M,HARMONICK,,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,1
2023,3,11,Americas,LA,LA A and U,Unassigned,HCM Top,Unassigned,0.0,,<10M,Unassigned,,,,,Intelligent Operations,Application Operations,Application Operations Top,3
2023,4,13,APAC,ASEAN,Vietnam,Select BPS-T,Data Transformation,Unassigned,0.0,Data Services,<10M,VIETNAM TECHNOLOGICAL AND COMMERCIAL JOINT STOCK BANK,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",3
2023,4,13,APAC,ANZ,Australia PUB,Government,Digital Product Design and Engineering OA,ENTERPRISE,0.0,IBM & Red Hat,<10M,DEPARTMENT OF DEFENCE,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,11,Americas,Canada,Canada PUB,Select Technology Sales Rep,ORACLE,PREMIER,608.0,Oracle,<10M,GOVERNMENT OF NOVA SCOTIA,,,,,Strategy & Technology,Business Applications,Business Transformation with Oracle,3
2023,1,11,Rest of EMEA,DACH,DE IND,Select BPS-T,AMS for SAP Apps,FOUNDATION CLUSTER,0.0,,<10M,ALSTOM,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,1,7,Americas,LA,LA Chile,Select BPS-T,"App Mig and Modern (not AWS, Microsoft) OA",Unassigned,0.0,,<10M,WPP GROUP INC.,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",2
2023,1,12,Japan,JP Top,JP Other,Valid Unassigned Activity,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,NABTESCO CORPORATION,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,2,10,Americas,Canada,Canada Quebec,Select Technology Sales Rep,Strategy & Tech Top OA,FOUNDATION,0.0,,<10M,METRO RICHELIEU,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,3
2023,1,10,Rest of EMEA,NCEE,SweNo,Select BPS-T,ServiceNow,TARGET PREMIER,0.0,ServiceNow,<10M,SANDVIK,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,2,9,UKI,UKI Financial Services Sector,UKI Banking Other,Select BPS-T,IBM CyberDefend Other,PREMIER,0.0,CyberDefend,<10M,BANCO SABADELL S.A.,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,2
2023,3,12,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,0.0,Japan Joint Ventures,<10M,MITSUBISHI CHEMICAL GROUP CORPORATION,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,4,3,Rest of EMEA,NCEE,Netherlands,Consumer Products,SAP,ENTERPRISE,371504.0,SAP,<10M,HEINEKEN,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,1
2023,3,11,APAC,ASEAN,Thailand,Select Technology Sales Rep,Digital Product Design and Engineering OA,TARGET ENTERPRISE,0.0,Migration & Modernization,<10M,KRUNG THAI BANK PUBLIC,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,2,6,APAC,ISA,ISA IND,Select BPS-T,Quality Engineering Services OA,Unassigned,0.0,Quality Engineering,<10M,GENERAL ELECTRIC,,,,,Intelligent Operations,Application Operations,Quality Engineering Services,2
2023,2,9,Japan,JP Distribution,JP TNT,Travel & Transportation,IBM CyberDefend Other,FOUNDATION,-1.0,CyberDefend,<10M,CENTRAL JAPAN RAILWAY COMPANY,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,2
2023,1,7,Americas,US Communications & Industrial,US Communications & Industrial,Automotive,ORACLE,ENTERPRISE,0.0,Oracle,<10M,TOYOTA MOTOR CORPORATION,,,,,Strategy & Technology,Business Applications,Business Transformation with Oracle,2
2023,4,7,APAC,GCG,MCN IFC PLUS,Select BPS-T,IBM AIOps Services OA,PREMIER,0.0,DevSecOps & IT Automation,<10M,CHINA MOBILE,,,,,Intelligent Operations,Application Operations,IBM AIOps Services,2
2023,1,12,Japan,JP Banking & Financial Markets,JP BKFM Other,Banking,Custom Application Management Services OA,FOUNDATION,0.0,Custom Application Operations,<10M,BANK OF JAPAN,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,1,11,Americas,US Communications & Industrial,US Communications & Industrial,Select BPS-T,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,RYAN LLC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,6,UKI,UKI Distribution,UKI CPG,Consumer Products,Source-to-Pay Operations BPO,PREMIER,409496.0,Finance & Procurement BPO,<10M,UNILEVER,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,2
2023,4,5,APAC,ANZ,Australia COMM,Select BPS-T,IBM Cyber Threat Management Other,PREMIER,-3410.0,Cyber Threat Management,<10M,AUSNET SERVICES,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,1
2023,4,11,Rest of EMEA,NCEE,Netherlands,Select BPS-T,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,SHELL PLC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,7,Rest of EMEA,DACH,DE FSS,Banking,Data Transformation,TARGET PREMIER,0.0,,<10M,COMMERZBANK,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",2
2023,4,1,Americas,US Distribution,US Cpg,Consumer Products,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,"CENCORA, INC",,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,3,3,APAC,ANZ,Australia PUB,Government,IBM Cyber Threat Management Other,FOUNDATION CLUSTER,0.0,Cyber Threat Management,<10M,DEPARTMENT OF HOME AFFAIRS,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,1
2023,3,13,Japan,JP Banking & Financial Markets,JP BKFM MIZUHO,Banking,Marketing Transformation OA,ENTERPRISE,88572.0,Customer,<10M,MIZUHO FINANCIAL GROUP,,,,,Strategy & Technology,Business Applications,Marketing Transformation,3
2023,3,12,Rest of EMEA,NCEE,Finland,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,0.0,Platform Engineering Services,<10M,VEIKKAUS OY,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,3,9,UKI,UKI Communications,Ireland COMM,Select BPS-T,Digital Product Design and Engineering OA,ENTERPRISE,90139.0,Migration & Modernization,<10M,VODAFONE,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,1,8,Rest of EMEA,Italy,Italy Commercial,Select BPS-T,SAP,Unassigned,0.0,SAP,<10M,CALEFFI SPA,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,3,6,UKI,UKI Communications,UKI ENU (wo NG),Select BPS-T,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,Promontory,<10M,OCTOPUS CAPITAL LTD,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,3,10,Americas,LA,Brazil,Banking,"AI Integration Services (with IBM, AWS)",ENTERPRISE,0.0,AI & Analytics,<10M,BANCO BRADESCO,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,1,11,Rest of EMEA,DACH,DE COMM DIST HLS,Select BPS-T,Digital Product Design and Engineering OA,FOUNDATION CLUSTER,0.0,,<10M,ENBW,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,2,12,APAC,ASEAN,Singapore DBS Bank,Banking,Experience Strategy and Design OA,ENTERPRISE,0.0,Enterprise Experience Design iX,<10M,DBS BANK,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,4,7,Americas,US Distribution,US TNT,Travel & Transportation,IBM Cyber Threat Management Other,ENTERPRISE,0.0,Cyber Threat Management,<10M,DELTA AIRLINES,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,3,12,APAC,GCG,MCN E and E,Select BPS-T,Application Management Services for ISVs (Microsoft),Unassigned,0.0,ISV Application Operations,<10M,ERICSSON,,,,,Intelligent Operations,Application Operations,"Application Management Services for ISVs (not SAP, Oracle)",3
2023,1,12,Rest of EMEA,NCEE,Finland,Select BPS-T,Cloud Platform Engineering Services - Other,PREMIER,0.0,Platform Engineering Services,<10M,NESTE OYJ,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,1,11,Rest of EMEA,NCEE,Finland,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,0.0,Platform Engineering Services,<10M,ORCHIDEA INNOVATIONS OY,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,2,9,Japan,JP Banking & Financial Markets,JP BKFM Other,Banking,Custom Application Management Services OA,ENTERPRISE,0.0,,>=10M,BANK OF THE RYUKYUS,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,12,APAC,GCG,MCN DIST PLUS,Select BPS-T,Strategy & Tech Top OA,FOUNDATION,0.0,,<10M,CHINA NATIONAL BUILDING MATERIAL GROUP CORPORATION,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,3
2023,2,11,APAC,ASEAN,Thailand,Select BPS-T,Source-to-Pay Operations BPO,Unassigned,0.0,Finance & Procurement BPO,<10M,UNILEVER,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,3
2023,1,5,Rest of EMEA,Italy,Italy FSS,Select Technology Sales Rep,Custom Application Management Services OA,FOUNDATION,623550.0,Custom Application Operations,<10M,REALE MUTUA ASSICURAZIONE,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,2,8,Americas,LA,LA North SSA,Computer Integrated Systems Design,IBM CyberDefend Other,Unassigned,0.0,CyberDefend,<10M,KYNDRYL,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,2
2023,1,5,Americas,US Financial,US Financial,Banking,Digital Product Design and Engineering OA,ENTERPRISE,0.0,Migration & Modernization,<10M,TRUIST,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,1
2023,1,5,UKI,UKI Industrial,UKI ELE IPR CNP (wo BP),Select BPS-T,Application Mgmt Services for Oracle OA,FOUNDATION,0.0,Oracle Application Operations,<10M,HS2,,,,,Intelligent Operations,Application Operations,Application Management Services for Oracle,1
2023,3,9,Americas,US Financial,US Financial,Select BPS-T,AMS for SAP Apps,Unassigned,0.0,SAP Application Operations,<10M,LAZARD FRERES & CO LLC,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,2
2023,1,10,Rest of EMEA,DACH,DE FSS,Select BPS-T,Custom Application Management Services OA,TARGET ENTERPRISE,0.0,Custom Application Operations,<10M,UNICREDIT,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,6,Japan,JP Industrial,JP Automotive,Automotive,"AI Integration Services (with IBM, AWS)",FOUNDATION,0.0,AI & Analytics,<10M,BRIDGESTONE CORPORATION,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,1,13,Rest of EMEA,DACH,DE GOV,Government,Digital Product Design and Engineering OA,TARGET PREMIER,0.0,Migration & Modernization,<10M,FEDERAL GOVERNMENT,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,6,Americas,US Communications & Industrial,US Communications & Industrial,Energy & Utilities,Data Transformation,TARGET ENTERPRISE,0.0,Data Services,<10M,AMERICAN ELECTRIC POWER,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",2
2023,1,13,Americas,US Communications & Industrial,US Communications & Industrial,Telecommunications,SALESFORCE,ENTERPRISE,0.0,,<10M,DEUTSCHE TELEKOM AG,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,3
2023,2,8,UKI,UKI Public,UKI HLS (wo DoH),Select BPS-T,Application Mgmt Services for Oracle OA,FOUNDATION,0.0,Oracle Application Operations,<10M,ABCAM PLC,,,,,Intelligent Operations,Application Operations,Application Management Services for Oracle,2
2023,1,6,Americas,US Communications & Industrial,US Communications & Industrial,Automotive,WORKDAY,FOUNDATION,0.0,Workday,<10M,CATERPILLAR INC.,,,,,Strategy & Technology,Business Applications,HR Technology,2
2023,2,11,APAC,ISA,ISA PUB,Select BPS-T,Custom Application Management Services OA,TARGET PREMIER,0.0,Custom Application Operations,<10M,MINISTRY OF FINANCE INDIA,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,6,APAC,ASEAN,Thailand,Select Build(ISV)/Service(GSI),IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,"SAMART CORPORATION PUBLIC CO., LTD",,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,1,12,Americas,US Distribution,US Cpg,Select Client,AMS for SAP Apps,ENTERPRISE,1460535.0,SAP Application Operations,<10M,NESTLE,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,3,4,Americas,Canada,Canada Ind,Select Client,SAP,PREMIER,-5.0,SAP,<10M,SUNCOR ENERGY,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,1
2023,2,13,Rest of EMEA,Italy,Italy GOV HLTH,Digital Squads,HR and Talent,PREMIER,0.0,Talent,<10M,ROSSINI HOLDINGS S.A R.L.,,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,3
2023,2,7,Americas,US Public and Communications,US Public and Communications,Digital Squads,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,"AGILON HEALTH, INC.",,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,8,Americas,US Financial,US Financial,Digital Squads,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,"NORTHAB, LLC",,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,1,13,Americas,LA,Mexico,Select Technology Sales Rep,AMS for SAP Apps,Unassigned,0.0,SAP Application Operations,<10M,LIVERPOOL,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,1,4,Rest of EMEA,DACH,DE FSS,Government,Custom Application Management Services OA,TARGET ENTERPRISE,0.0,Custom Application Operations,<10M,EUROPEAN INSTITUTIONS,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,2,5,Rest of EMEA,NCEE,Finland,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,2333.0,Platform Engineering Services,<10M,SUOMEN VALTIO/ALV,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,1
2023,1,7,Americas,US Federal,US Federal,Government,AI Integration Services (with Microsoft),ENTERPRISE,701501.0,Microsoft,<10M,CIV - VETERAN AFFAIRS,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,2,7,UKI,UKI Financial Services Sector,UKI Banking Other,Computer Integrated Systems Design,Custom Application Management Services OA,PREMIER,0.0,,<10M,CLSBANK INTERNATIONAL,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,4,13,Americas,US Financial,US Financial,Insurance,"App Mig and Modern (not AWS, Microsoft) OA",FOUNDATION,-24659.0,Migration & Modernization,<10M,WESTFIELD INSURANCE COMPANY,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",3
2023,1,11,Americas,US Financial,US Financial,Select Technology Sales Rep,Application Operations OA Top,Unassigned,0.0,,<10M,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",,,,,Intelligent Operations,Application Operations,Application Operations Top,3
2023,2,12,Rest of EMEA,DACH,DE GOV,Government,Data Transformation,ENTERPRISE,0.0,Blockchain,<10M,DEU DEFENSE 3,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",3
2023,2,11,UKI,UKI Communications,UKI National Grid,Energy & Utilities,Supply Chain Transformation OA,ENTERPRISE,0.0,Supply Chain,<10M,NATIONAL GRID TRANSCO PLC,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,3
2023,4,10,APAC,ISA,ISA DIST,Select BPS-T,Finance Operations BPO,ENTERPRISE,0.0,Finance & Procurement BPO,<10M,PEPSICO (PEPSI-COLA INTL),,,,,Intelligent Operations,Business Operations,Intelligent Finance Operations,3
2023,3,4,Rest of EMEA,DACH,Switzerland,Select BPS-T,ServiceNow,PREMIER,0.0,ServiceNow,<10M,DSM-FIRMENICH AG,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,1
2023,2,10,Rest of EMEA,SPGI,Portugal,Select BPS-T,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,GRUPO SANTANDER,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,12,Rest of EMEA,Italy,Italy Commercial,Select BPS-T,"App Mig and Modern (not AWS, Microsoft) OA",ENTERPRISE,0.0,Migration & Modernization,<10M,VODAFONE,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",3
2023,3,12,Japan,JP Banking & Financial Markets,JP BKFM Other,Banking,"App Mig and Modern (not AWS, Microsoft) OA",TARGET ENTERPRISE,0.0,,<10M,CHIBA BANK,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",3
2023,3,6,Americas,US Financial,US Financial,Insurance,Digital Product Design and Engineering OA,ENTERPRISE,0.0,,<10M,METLIFE,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,4,11,Japan,JP Industrial,JP AD CP and IPR,Select BPS-T,SAP Successfactors,FOUNDATION,0.0,SAP,<10M,SHOWA DENKO,,,,,Strategy & Technology,Business Applications,HR Technology,3
2023,4,9,APAC,ISA,ISA DIST,Select BPS-T,Source-to-Pay Operations BPO,PREMIER,121595.0,Finance & Procurement BPO,<10M,UNILEVER,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,2
2023,3,11,UKI,UKI Public,UKI DWP,Government,Digital Product Design and Engineering OA,ENTERPRISE,0.0,IBM & Red Hat,<10M,HM REVENUE & CUSTOMS,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,1,6,Japan,JP Banking & Financial Markets,JP BKFM Other,Media & Entertainment,Experience Strategy and Design OA,TARGET PREMIER,0.0,,<10M,SOFTBANK GROUP,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,2
2023,4,8,Japan,JP Top,JP Other,Unassigned,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,MARUNOUCHI CAPITAL FUND 2 LIMITED PARTNERSHIP,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,4,12,Japan,JP Top,JP Other,Unassigned,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,KONAMI GROUP CORPORATION,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,5,UKI,UKI Industrial,UKI ELE IPR CNP (wo BP),Select BPS-T,SAP,PREMIER,1562364.0,SAP,<10M,VIVO ENERGY INVESTMENTS,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,1
2023,2,8,APAC,ASEAN,Singapore DIST,Select BPS-T,Finance Operations BPO,FOUNDATION,0.0,Finance & Procurement BPO,<10M,LAZADA SOUTH EAST ASIA PTE LTD,,,,,Intelligent Operations,Business Operations,Intelligent Finance Operations,2
2023,3,9,Americas,US Public and Communications,US Public and Communications,Select Client,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,GILEAD SCIENCES INC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,9,Americas,US Distribution,US Retail,Retail,IBM CyberDefend Other,FOUNDATION,0.0,CyberDefend,<10M,COSTCO,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,2
2023,1,11,Rest of EMEA,France,France DIST,Digital Squads,ORACLE,TARGET PREMIER,12810.0,Oracle,<10M,AUDEMARS PIGUET,,,,,Strategy & Technology,Business Applications,Business Transformation with Oracle,3
2023,3,3,Americas,Canada,Canada DIST,Digital Squads,Custom Application Management Services OA,Unassigned,10.0,Custom Application Operations,<10M,KYNDRYL,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,4,11,Rest of EMEA,DACH,Switzerland,Select Technology Sales Rep,Custom Application Management Services OA,FOUNDATION,0.0,Custom Application Operations,<10M,BANK JULIUS BAER & CO,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,13,UKI,UKI Distribution,UKI CSI,Digital Squads,Application Operations OA Top,Unassigned,0.0,,<10M,QUALIS FLOW LIMITED,,,,,Intelligent Operations,Application Operations,Application Operations Top,3
2023,3,8,APAC,ANZ,Australia IND,Select BPS-T,AI Integration Services (with Microsoft),Unassigned,0.0,Microsoft,<10M,INPEX CORPORATION,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,2,5,Japan,JP Top,JP Other,Valid Unassigned Activity,Custom Application Management Services OA,Unassigned,49224.0,Custom Application Operations,<10M,NABTESCO CORPORATION,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,4,13,APAC,ISA,ISA FSS,Select Technology Sales Rep,IBM Cyber Threat Management Other,TARGET PREMIER,7647790.0,Cyber Threat Management,<10M,BANK OF INDIA,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,3
2023,4,12,UKI,UKI Public,UKI Home Office,Government,Custom Application Management Services OA,ENTERPRISE,102684.0,Custom Application Operations,<10M,HOME OFFICE UK,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,5,Rest of EMEA,NCEE,CEE,Select BPS-T,SAP,Unassigned,19593.0,SAP,<10M,SOPHARMA A D - BULGARIA,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,1
2023,2,9,Rest of EMEA,France,France IND,Unassigned,Strategy & Tech Top OA,Unassigned,0.0,,<10M,Unassigned,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,2
2023,2,13,APAC,ISA,ISA FSS,Unassigned,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,Unassigned,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,3
2023,1,7,UKI,UKI Distribution,UKI CSI,Computer Integrated Systems Design,Custom Application Management Services OA,Unassigned,0.0,,<10M,KYNDRYL,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,10,Rest of EMEA,NCEE,Defence and Government,Select BPS-T,Custom Application Management Services OA,FOUNDATION CLUSTER,0.0,Custom Application Operations,<10M,MINISTARSTVO FINANCIJA - CROATIA,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,12,Rest of EMEA,DACH,DE COMM DIST HLS,Select BPS-T,Digital Product Design and Engineering OA,FOUNDATION,-3532.0,Migration & Modernization,<10M,PROSIEBENSAT 1 MEDIA,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,6,Americas,US Federal,US Federal,Government,Cloud Platform Engineering Services - Other,ENTERPRISE,0.0,Platform Engineering Services,<10M,CIV - SSA,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
