CALL,WON,UPSIDE,QUALIFY_PLUS,PROPOSE_PLUS,NEGOTIATE_PLUS,OPEN_PIPELINE,VALUE,PPA,PPV,HIGH_PWP_OUT_CALL,LOW_PWP_IN_CALL,YEAR,QUARTER,WEEK,RELATIVE_QUARTER_MNEUMONIC,SNAPSHOT_LEVEL,SALES_STAGE,DEAL_SIZE,CLIENT_TYPE,CLIENT_SUB_TYPE,GEOGRAPHY,MARKET,COUNTRY,REGION,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,SALES_WEEK_DESCRIPTION
0.0,0.0,0.0,21670.0,0.0,0.0,21670.0,21670.0,70.0,533.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select Clients,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,21670.0,0.0,0.0,21670.0,21670.0,144.0,311.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select Clients,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,10000.0,122.0,264.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select Digital,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,2023,4,-2,NQ+1,W,Qualify,<1M,Coverage Select,Select TSR,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-2
0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,287.0,2186.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select TSR,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,271.0,586.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select TSR,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,75000.0,0.0,0.0,75000.0,75000.0,17378.0,37619.0,0.0,0.0,2023,4,1,CQ,W,Design,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Costa Rica,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,75000.0,0.0,0.0,75000.0,75000.0,3259.0,7054.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Costa Rica,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,55000.0,0.0,0.0,55000.0,55000.0,789.0,1707.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Dominican Republic,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,100000.0,100000.0,100000.0,0.0,100000.0,100000.0,29967.0,64871.0,0.0,0.0,2023,4,1,CQ,W,Propose,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Panama,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,0.0,0.0,0.0,30000.0,30000.0,250.0,0.0,0.0,0.0,2023,4,1,CQ,W,Engage,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Peru,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,37500.0,0.0,0.0,37500.0,37500.0,170.0,1295.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Peru,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
40000.0,0.0,0.0,102500.0,0.0,0.0,102500.0,102500.0,2880.0,6234.0,0.0,40000.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Peru,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,55000.0,0.0,0.0,55000.0,55000.0,1144.0,2476.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select Digital,Americas,Latin America Market,Peru,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,2137.0,0.0,0.0,0.0,2023,4,-1,NQ,W,Engage,<1M,Coverage Select,Select TSR,Americas,Latin America Market,Peru,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
220000.0,0.0,0.0,220000.0,220000.0,0.0,220000.0,220000.0,11584.0,25076.0,0.0,220000.0,2023,4,1,CQ,W,Propose,<1M,Coverage Select,Select TSR,Americas,Latin America Market,Peru,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,2023,4,-2,NQ+1,W,Design,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Venezuela,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-2
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,380.0,2895.0,0.0,0.0,2023,4,-1,NQ,W,Design,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Venezuela,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,2216.0,4797.0,0.0,0.0,2023,4,1,CQ,W,Design,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Venezuela,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,30000.0,0.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Qualify,<1M,Coverage Select,Select Digital,Americas,Latin America Market,Peru,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
167773.29,167773.29,0.0,0.0,0.0,0.0,0.0,167773.29,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Won,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Venezuela,Spanish South America Region,North SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,54000.0,0.0,0.0,54000.0,54000.0,9273.0,20073.0,0.0,0.0,2023,4,1,CQ,W,Design,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,234565.3,234565.3,234565.3,234565.3,234565.3,234565.3,120650.0,0.0,0.0,0.0,2023,4,1,CQ,W,Negotiate,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,0.0,0.0,0.0,234565.3,234565.3,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Engage,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Won,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Colombia,Spanish South America Region,North SSA Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,12500.0,0.0,0.0,12500.0,12500.0,267.0,468.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Pakistan,Gulf Levante and Pakistan Region,PK Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,25000.0,0.0,0.0,25000.0,25000.0,667.0,1168.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,SPGI Market,Portugal,SPGI Region,PT Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,25000.0,0.0,0.0,25000.0,25000.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,SPGI Market,Portugal,SPGI Region,PT Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,304.0,0.0,0.0,0.0,2023,4,-1,NQ,W,Engage,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,433.0,0.0,0.0,0.0,2023,4,1,CQ,W,Engage,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
50000.0,0.0,65495.25,115495.25,115495.25,0.0,115495.25,115495.25,8899.0,2140.0,0.0,50000.0,2023,4,1,CQ,W,Propose,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,385.0,5080.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,324.0,332.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,50000.0,50000.0,50000.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Propose,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,7233.51,7233.51,7233.51,7233.51,7233.51,7233.51,2789.0,0.0,0.0,0.0,2023,4,1,CQ,W,Negotiate,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Qatar,Gulf Levante and Pakistan Region,QA Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,100000.0,100000.0,100000.0,0.0,100000.0,100000.0,5068.0,166037.0,0.0,0.0,2023,4,-1,NQ,W,Propose,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Qatar,Gulf Levante and Pakistan Region,QA Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,100000.0,100000.0,100000.0,0.0,100000.0,100000.0,2932.0,5141.0,0.0,0.0,2023,4,1,CQ,W,Propose,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Qatar,Gulf Levante and Pakistan Region,QA Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,40000.0,0.0,0.0,40000.0,40000.0,0.0,0.0,0.0,0.0,2023,4,-2,NQ+1,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Qatar,Gulf Levante and Pakistan Region,QA Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-2
0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,549.0,962.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Qatar,Gulf Levante and Pakistan Region,QA Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,956.0,31320.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select Digital,EMEA,Middle East/Africa Market,Bahrain,Gulf Levante and Pakistan Region,Rest of Gulf Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,65000.0,0.0,0.0,65000.0,65000.0,744.0,1303.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select Digital,EMEA,Middle East/Africa Market,Bahrain,Gulf Levante and Pakistan Region,Rest of Gulf Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,8097.04,8097.04,8097.04,8097.04,8097.04,8097.04,4009.0,0.0,0.0,0.0,2023,4,1,CQ,W,Negotiate,<1M,Coverage Select,Select Digital,EMEA,Middle East/Africa Market,Jordan,Gulf Levante and Pakistan Region,Rest of Gulf Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,50000.0,50000.0,50000.0,0.0,50000.0,50000.0,4805.0,8426.0,0.0,0.0,2023,4,1,CQ,W,Propose,<1M,Coverage Select,Select Digital,EMEA,Middle East/Africa Market,Oman,Gulf Levante and Pakistan Region,Rest of Gulf Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,8097.04,8097.04,8097.04,8097.04,8097.04,8097.04,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Negotiate,<1M,Coverage Select,Select Digital,EMEA,Middle East/Africa Market,Jordan,Gulf Levante and Pakistan Region,Rest of Gulf Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,150000.0,0.0,0.0,150000.0,150000.0,2218.0,72666.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Saudi Arabia,Saudi Arabia Region,SA Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,150000.0,0.0,0.0,150000.0,150000.0,2064.0,3619.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Saudi Arabia,Saudi Arabia Region,SA Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,100000.0,100000.0,100000.0,0.0,100000.0,100000.0,11250.0,0.0,0.0,0.0,2023,4,1,CQ,W,Propose,<1M,Coverage Enterprise,Coverage Enterprise,EMEA,"Northern, Central and Eastern Europe Market",Sweden,North Region Territory,SE Enterprise,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,1051.0,2339.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Enterprise,Coverage Enterprise,EMEA,"Northern, Central and Eastern Europe Market",Sweden,North Region Territory,SE Enterprise,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
66000.0,66000.0,0.0,0.0,0.0,0.0,0.0,66000.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Won,<1M,Coverage Enterprise,Coverage Enterprise,EMEA,"Northern, Central and Eastern Europe Market",Sweden,North Region Territory,SE Enterprise,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
75468.14,0.0,0.0,75468.14,75468.14,75468.14,75468.14,75468.14,54323.0,0.0,0.0,0.0,2023,4,1,CQ,W,Closing,<1M,Coverage Strategic,Coverage Strategic,EMEA,"Northern, Central and Eastern Europe Market",Sweden,North Region Territory,SE Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
150468.14,150468.14,0.0,0.0,0.0,0.0,0.0,150468.14,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Won,<1M,Coverage Strategic,Coverage Strategic,EMEA,"Northern, Central and Eastern Europe Market",Sweden,North Region Territory,SE Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,15000.0,0.0,0.0,15000.0,15000.0,865.0,1515.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Enterprise,Coverage Enterprise,EMEA,SPGI Market,Spain,SPGI Region,SPGI Enterprise,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,83000.0,0.0,0.0,83000.0,83000.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Qualify,<1M,Coverage Enterprise,Coverage Enterprise,EMEA,SPGI Market,Spain,SPGI Region,SPGI Enterprise,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Won,<1M,Coverage Enterprise,Coverage Enterprise,EMEA,SPGI Market,Spain,SPGI Region,SPGI Enterprise,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,10000.0,97.0,169.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select Build/Service,EMEA,SPGI Market,Israel (SEMEA Sub),SPGI Region,SPGI Select Partners,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,1864.0,11077.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select Build/Service,EMEA,SPGI Market,Spain,SPGI Region,SPGI Select Partners,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
55117.09,0.0,0.0,55117.09,55117.09,55117.09,55117.09,55117.09,38749.0,0.0,0.0,0.0,2023,4,1,CQ,W,Closing,<1M,Coverage Strategic,Coverage Strategic,EMEA,SPGI Market,Spain,SPGI Region,SPGI Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,0.0,0.0,0.0,70000.0,70000.0,0.0,0.0,0.0,0.0,2023,4,-2,NQ+1,W,Engage,<1M,Coverage Strategic,Coverage Strategic,EMEA,SPGI Market,Spain,SPGI Region,SPGI Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-2
0.0,0.0,0.0,0.0,0.0,0.0,70000.0,70000.0,928.0,0.0,0.0,0.0,2023,4,-1,NQ,W,Engage,<1M,Coverage Strategic,Coverage Strategic,EMEA,SPGI Market,Spain,SPGI Region,SPGI Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,0.0,0.0,0.0,70000.0,70000.0,487.0,0.0,0.0,0.0,2023,4,1,CQ,W,Engage,<1M,Coverage Strategic,Coverage Strategic,EMEA,SPGI Market,Spain,SPGI Region,SPGI Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,1639.0,9740.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,EMEA,SPGI Market,Spain,SPGI Region,SPGI Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,425.0,744.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,EMEA,SPGI Market,Spain,SPGI Region,SPGI Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
99117.09,99117.09,0.0,0.0,0.0,0.0,0.0,99117.09,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Won,<1M,Coverage Strategic,Coverage Strategic,EMEA,SPGI Market,Spain,SPGI Region,SPGI Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,10000.0,96.0,80.0,0.0,0.0,2023,4,1,CQ,W,Design,<1M,Coverage Enterprise,Coverage Enterprise,Americas,US Public Market,US Public,US Public Top Account Region,STATE OF CALIFORNIA,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
61189.0,0.0,0.0,61189.0,61189.0,61189.0,61189.0,61189.0,7632.0,6386.0,0.0,61189.0,2023,4,1,CQ,W,Negotiate,<1M,Coverage Strategic,Coverage Strategic,Americas,US Public Market,US Public,US Public Top Account Region,STATE OF FLORIDA,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,20317.0,0.0,0.0,20317.0,20317.0,1482.0,1240.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,Americas,US Public Market,US Public,US Public Top Account Region,STATE OF NEW JERSEY,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,13018.61,13018.61,13018.61,0.0,13018.61,13018.61,2757.0,0.0,0.0,0.0,2023,4,1,CQ,W,Propose,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,36673.1,0.0,0.0,36673.1,36673.1,438.0,449.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,13018.61,13018.61,13018.61,0.0,13018.61,13018.61,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Propose,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,6666.0,0.0,0.0,6666.0,6666.0,299.0,307.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,6666.0,0.0,0.0,6666.0,6666.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,3865.0,8366.0,0.0,0.0,2023,4,1,CQ,W,Design,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Argentina,Spanish South America Region,South SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,19999.83,19999.83,19999.83,19999.83,19999.83,19999.83,11044.0,0.0,0.0,0.0,2023,4,1,CQ,W,Negotiate,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Argentina,Spanish South America Region,South SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,68000.0,68000.0,68000.0,0.0,68000.0,68000.0,2404.0,5204.0,0.0,0.0,2023,4,1,CQ,W,Propose,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Argentina,Spanish South America Region,South SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,280000.0,0.0,0.0,280000.0,280000.0,8030.0,17383.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select Clients,Americas,Latin America Market,Argentina,Spanish South America Region,South SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
72669.19,72669.19,0.0,0.0,0.0,0.0,0.0,72669.19,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Won,<1M,Coverage Select,Select BPS-T,Americas,Latin America Market,Argentina,Spanish South America Region,South SSA Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,4000.0,0.0,0.0,4000.0,4000.0,38.0,1244.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select Digital,EMEA,Middle East/Africa Market,Turkiye Sub,Türkiye Region,TR Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,30000.0,0.0,0.0,30000.0,30000.0,459.0,6056.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Thailand,ASEAN Region,Thailand Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,30000.0,0.0,0.0,30000.0,30000.0,333.0,342.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Thailand,ASEAN Region,Thailand Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Qualify,<1M,Coverage Select,Select BPS-T,APAC,ASEAN Market,Thailand,ASEAN Region,Thailand Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
139102.0,139102.0,0.0,0.0,0.0,0.0,0.0,139102.0,0.0,0.0,0.0,0.0,2023,4,14,PQ,W,Won,<1M,Coverage Enterprise,Coverage Enterprise,EMEA,UKI Market,United Kingdom,UKI Region,UK Enterprise,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W14
0.0,0.0,0.0,89000.0,0.0,0.0,89000.0,89000.0,1677.0,71363.0,0.0,0.0,2023,4,-1,NQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,EMEA,UKI Market,United Kingdom,UKI Region,UK Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W-1
0.0,0.0,0.0,89000.0,0.0,0.0,89000.0,89000.0,608.0,826.0,0.0,0.0,2023,4,1,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,EMEA,UKI Market,United Kingdom,UKI Region,UK Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,0.0,0.0,0.0,155000.06,155000.06,9529.0,0.0,0.0,0.0,2023,4,1,CQ,W,Engage,<1M,Coverage Select,Select Build/Service,EMEA,UKI Market,United Kingdom,UKI Region,UKI Select Partners,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,639.0,0.0,0.0,0.0,2023,4,1,CQ,W,Engage,<1M,Coverage Select,Select BPS-T,EMEA,UKI Market,United Kingdom,UKI Region,UKI Select Territory,Automation Platform,Application Development & Integration,Application Integration,API Connect,2023Q4W01
