YEAR,QUARTER,MONTH,UT15_NAME,UT17_NAME,UT20_NAME,GEOGRAPHY,MARKET,COUNTRY,REGION,REVENUE_BUDGET,COST_BUDGET,EXPENSE_BUDGET,BRANCH
2025,4,10,Data Platform,AI/ML Ops,AI Governance,Americas,US Top Market,U.S. Other Plan,US Top Region,-469114.0,0.0,0.0,
2025,3,7,Data Platform,AI/ML Ops,AI Governance,EMEA,UKI Market,UK/Ireland Plan,UKI Region,1414880.53,0.0,0.0,
2025,4,10,Data Platform,AI/ML Ops,AI Governance,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,34324.0,0.0,0.0,
2025,4,10,Data Platform,AI/ML Ops,AI Governance,Americas,US Industry Market,US Industry Plan,US Industry Region,406299.08,0.0,0.0,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,685056.06,0.0,0.0,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,EMEA,DACH Market,DACH Plan,DACH Region,402718.24,0.0,0.0,
2025,2,4,Data Platform,AI/ML Ops,AI Tools,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,47767.5,0.0,0.0,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,52574.53,0.0,0.0,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,EMEA,Italy Market,Italy Plan,Italy Region,265377.7,0.0,0.0,
2025,2,4,Data Platform,AI/ML Ops,AI Tools,Japan,Japan Market,Japan Plan,Japan Region,303921.94,0.0,0.0,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,EMEA,SPGI Market,SPGI Top,SPGI Region,184833.41,0.0,0.0,
2025,2,4,Data Platform,AI/ML Ops,AI Tools,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,86290.73,0.0,0.0,
2025,4,10,Data Platform,AI/ML Ops,AI Tools,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,141691.77,0.0,0.0,
2025,1,1,Data Platform,AI/ML Ops,AI Tools,EMEA,UKI Market,UK/Ireland Plan,UKI Region,1117473.14,0.0,0.0,
2025,1,1,Data Platform,AI/ML Ops,AI Tools,Americas,US National Market,US National Plan,US Northeast Region,1755112.78,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Application Development,APAC,Korea Market,Korea Plan,Korea Region,14350.73,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Application Development,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,80880.08,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Application Development,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,20297.63,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Application Development,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,8794.49,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Application Development,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,52347.64,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Application Development,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,193570.29,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Application Development,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,2603.94,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,922906.96,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,EMEA,France Market,France Plan,France Region,1006863.91,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,30030.52,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,EMEA,Italy Market,Italy Plan,Italy Region,225866.99,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Application Integration,Japan,Japan Market,Japan Plan,Japan Region,203568.92,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,APAC,Korea Market,Korea Plan,Korea Region,152145.59,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Application Integration,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,601940.5,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Application Integration,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",2409873.91,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,EMEA,SPGI Market,SPGI Top,SPGI Region,634573.95,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,1886306.76,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,Americas,US Top Market,U.S. Other Plan,US Top Region,-1325787.96,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,426426.81,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,54659.03,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,Americas,US National Market,US National Plan,US Northeast Region,4862665.26,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Application Integration,Americas,US National Market,US National Plan,US Northeast Region,6021601.28,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,Asset Lifecycle Management,APAC,ASEAN Market,Asean Plan,ASEAN Region,583588.38,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,APAC,ASEAN Market,Asean Plan,ASEAN Region,696607.76,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,3657462.63,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,France Market,France Plan,France Region,1049554.65,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,France Market,France Plan,France Region,1002186.64,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,Italy Market,Italy Plan,Italy Region,414285.2,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,Italy Market,Italy Plan,Italy Region,635865.51,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,Asset Lifecycle Management,Japan,Japan Market,Japan Plan,Japan Region,811340.92,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,1066536.78,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,1097412.17,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,1179435.17,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",1768936.75,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,US Top Market,U.S. Other Plan,US Top Region,-696132.46,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,US Industry Market,US Industry Plan,US Industry Region,6196765.62,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,US Industry Market,US Industry Plan,US Industry Region,6811356.22,0.0,0.0,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,DACH Market,DACH Plan,DACH Region,-159819.84,0.0,0.0,
2025,4,10,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,France Market,France Plan,France Region,324263.84,0.0,0.0,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Japan,Japan Market,Japan Plan,Japan Region,178119.07,0.0,0.0,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",596965.62,0.0,0.0,
2025,2,4,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Federal Market,U.S. Federal Plan,US Federal Region,-32281.98,0.0,0.0,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Federal Market,U.S. Federal Plan,US Federal Region,-104694.23,0.0,0.0,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Top Market,U.S. Other Plan,US Top Region,89244.28,0.0,0.0,
2025,4,10,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Top Market,U.S. Other Plan,US Top Region,-472965.09,0.0,0.0,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,UKI Market,UK/Ireland Plan,UKI Region,1338160.88,0.0,0.0,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,-69782.67,0.0,0.0,
2025,2,4,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,US Industry Region,-1123890.82,0.0,0.0,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,US Industry Region,-1055786.18,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,599174.88,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,Americas,Canadian Market,Canada Plan,Canada Region,1473962.17,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,EMEA,DACH Market,DACH Plan,DACH Region,552566.22,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,B2B Integration,EMEA,France Market,France Plan,France Region,450737.75,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,7459.73,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,9903.71,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,B2B Integration,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,9501.14,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,44758.38,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,APAC,Korea Market,Korea Plan,Korea Region,69227.31,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",634979.96,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,1095878.06,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,Americas,US National Market,US National Plan,US Northeast Region,16292728.6,0.0,0.0,
2025,1,1,Data Platform,AI Productivity,Business Analytics,APAC,ASEAN Market,Asean Plan,ASEAN Region,557892.56,0.0,0.0,
2025,2,4,Data Platform,AI Productivity,Business Analytics,APAC,ASEAN Market,Asean Plan,ASEAN Region,645699.81,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,APAC,ASEAN Market,Asean Plan,ASEAN Region,578018.81,0.0,0.0,
2025,3,7,Data Platform,AI Productivity,Business Analytics,EMEA,France Market,France Plan,France Region,1177009.88,0.0,0.0,
2025,1,1,Data Platform,AI Productivity,Business Analytics,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,97024.8,0.0,0.0,
2025,2,4,Data Platform,AI Productivity,Business Analytics,Japan,Japan Market,Japan Plan,Japan Region,598328.96,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,Japan,Japan Market,Japan Plan,Japan Region,791918.91,0.0,0.0,
2025,2,4,Data Platform,AI Productivity,Business Analytics,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,501135.86,0.0,0.0,
2025,3,7,Data Platform,AI Productivity,Business Analytics,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,756754.63,0.0,0.0,
2025,2,4,Data Platform,AI Productivity,Business Analytics,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",1776762.52,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",1996572.0,0.0,0.0,
2025,3,7,Data Platform,AI Productivity,Business Analytics,Americas,US Top Market,U.S. Other Plan,US Top Region,-2878956.58,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,469070.3,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,APAC,ASEAN Market,Asean Plan,ASEAN Region,11196.66,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,Canadian Market,Canada Plan,Canada Region,145636.73,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,EMEA,DACH Market,DACH Plan,DACH Region,142424.19,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,2603.71,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,2417.32,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,APAC,Korea Market,Korea Plan,Korea Region,563.61,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,376302.12,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,227884.37,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,Americas,US Top Market,U.S. Other Plan,US Top Region,6783.45,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,615684.55,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,29506.89,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,Americas,US Industry Market,US Industry Plan,US Industry Region,431670.42,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,US National Market,US National Plan,US Northeast Region,1476606.49,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,EMEA,DACH Market,DACH Plan,DACH Region,350960.48,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,EMEA,France Market,France Plan,France Region,109154.94,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,EMEA,France Market,France Plan,France Region,96341.4,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,6456.1,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,75637.62,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,91358.35,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,EMEA,Italy Market,Italy Plan,Italy Region,114813.33,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,EMEA,Italy Market,Italy Plan,Italy Region,108815.52,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,EMEA,Italy Market,Italy Plan,Italy Region,139813.29,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Japan,Japan Market,Japan Plan,Japan Region,1233665.88,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,115744.57,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,EMEA,SPGI Market,SPGI Top,SPGI Region,55108.7,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,EMEA,SPGI Market,SPGI Top,SPGI Region,87432.42,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,1096341.71,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,EMEA,UKI Market,UK/Ireland Plan,UKI Region,774645.84,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,4661.03,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,Americas,US Industry Market,US Industry Plan,US Industry Region,691564.99,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Americas,US National Market,US National Plan,US Northeast Region,4396398.47,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,294727.77,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,Canadian Market,Canada Plan,Canada Region,193711.81,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,Americas,Canadian Market,Canada Plan,Canada Region,223922.41,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,14720.91,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,22081.35,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,58765.68,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,APAC,Korea Market,Korea Plan,Korea Region,4684.02,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,APAC,Korea Market,Korea Plan,Korea Region,4988.74,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,APAC,Korea Market,Korea Plan,Korea Region,4860.45,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,772243.03,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,67785.63,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,66052.67,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,EMEA,SPGI Market,SPGI Top,SPGI Region,43674.65,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,EMEA,SPGI Market,SPGI Top,SPGI Region,72859.95,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,110180.99,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,719021.8,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,859865.59,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,US Top Market,U.S. Other Plan,US Top Region,-744902.58,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,119427.89,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,US Industry Market,US Industry Plan,US Industry Region,522206.15,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Americas,US Industry Market,US Industry Plan,US Industry Region,719854.25,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,131269.41,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,Canadian Market,Canada Plan,Canada Region,132420.02,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,EMEA,France Market,France Plan,France Region,127298.96,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,11374.26,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,10220.39,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,12240.86,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,27254.37,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,Japan,Japan Market,Japan Plan,Japan Region,6955.59,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,120354.44,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,EMEA,SPGI Market,SPGI Top,SPGI Region,26985.33,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,369701.4,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,EMEA,UKI Market,UK/Ireland Plan,UKI Region,478931.21,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,8249.58,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,18193.05,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,Americas,US National Market,US National Plan,US Northeast Region,1225377.34,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,-164476.56,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,Canadian Market,Canada Plan,Canada Region,-235209.25,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,DACH Market,DACH Plan,DACH Region,-119285.68,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,France Market,France Plan,France Region,-284611.81,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,France Market,France Plan,France Region,-68114.58,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,-13080.96,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,-14211.37,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,-21457.81,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,-38170.52,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Japan,Japan Market,Japan Plan,Japan Region,-246365.24,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",-302749.23,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",-309968.92,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,SPGI Market,SPGI Top,SPGI Region,-49763.06,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,SPGI Market,SPGI Top,SPGI Region,-24882.73,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,-106151.01,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,APAC,ASEAN Market,Asean Plan,ASEAN Region,60661.39,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,APAC,ASEAN Market,Asean Plan,ASEAN Region,98010.12,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,APAC,ASEAN Market,Asean Plan,ASEAN Region,193588.55,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,19321.99,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,129448.77,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,380083.87,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,93707.89,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,167541.09,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,320756.6,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,EMEA,SPGI Market,SPGI Top,SPGI Region,-68994.75,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,EMEA,SPGI Market,SPGI Top,SPGI Region,106646.2,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,15338.34,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Americas,US Top Market,U.S. Other Plan,US Top Region,588099.79,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,74363.91,0.0,0.0,
