YEAR,QUARTER,BOOKING_STREAMS_SUBCATEGORY_NAME,BOOKING_STREAMS_NAME,GEOGRAPHY_NAME,MARKET_NAME,COUNTRY_NAME,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,TRANSACTIONAL_ADJUSTMENT
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Greater China Group Market,Greater China Group Market Plan,Storage TPS,,,,124925.23
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Americas Top Countries,Americas Plan,Automation Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,UKI Market,UK/Ireland Plan,Data Platform,,,,-414000.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,US Industry Market,US Industry Plan,Storage TPS,,,,383346.67
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,-961000.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Z TPS,,,,-2221.16
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Financial Service Market,U.S. Financial Plan,Z TPS,,,,10629000.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,Japan,Japan Market,Japan Plan,Storage TPS,,,,245473.1
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,India/South Asia Market,India & South Asia Plan,Storage TPS,,,,-54448.79
2025,1,Transactional Adjustments,Transactional Adjustment Acquisitions,Americas,Canadian Market,Canada Plan,Automation Platform,,,,87962.61
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,Canadian Market,Canada Plan,Automation Platform,,,,-82219.74
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Americas Top Countries,Americas Plan,Storage TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,France Market,France Plan,Power TPS,,,,-4648.03
2025,1,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,44695.29
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Public Market,U.S. Public Plan,Automation Platform,,,,-530000.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,-1685490.23
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),Japan,Japan Market,Japan Plan,Data Platform,,,,-387662.65
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,India/South Asia Market,India & South Asia Plan,Data Platform,,,,370955.22
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Power TPS,,,,-32590.45
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,EMEA,EMEA Top Countries,EMEA Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,APAC Top Countries,APAC Plan,Storage TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustment Acquisitions,APAC,Greater China Group Market,Greater China Group Market Plan,Automation Platform,,,,4085.51
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,SPGI Market,SPGI Plan,Power TPS,,,,1369.45
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,India/South Asia Market,India & South Asia Plan,Storage TPS,,,,-45142.61
2025,3,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,245824.1
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,EMEA Top Countries,EMEA Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,UKI Market,UK/Ireland Plan,Data Platform,,,,636654.71
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,SPGI Market,SPGI Plan,Data Platform,,,,-59986.12
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Canadian Market,Canada Plan,Storage TPS,,,,279278.53
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Top Market,U.S. Variance,Data Platform,,,,-52000.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,EMEA Top Countries,EMEA Plan,Storage TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,EMEA Top Countries,EMEA Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,DACH Market,DACH Plan,Z TPS,,,,-3316.49
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Automation Platform,,,,269469.87
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Z TPS,,,,10884.74
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Data Platform,,,,-275010.7
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,Americas,US National Market,US National Plan,Data Platform,,,,-13581.4
2025,1,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,EMEA Top Countries,EMEA Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,ASEAN Market,Asean Plan,Storage TPS,,,,155426.91
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,EMEA Top Countries,EMEA Top Countries Plan,Automation Platform,,,,1567466.0
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Industry Market,US Industry Plan,Automation Platform,,,,8019000.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Greater China Group Market,Greater China Group Market Plan,Data Platform,,,,103341.82
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,Japan,Japan Market,Japan Plan,Automation Platform,,,,2937994.77
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Storage TPS,,,,-293753.97
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,UKI Market,UK/Ireland Plan,Z TPS,,,,506160.61
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Industry Market,US Industry Plan,Storage TPS,,,,63000.0
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Americas Top Countries,Americas Plan,Storage TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Greater China Group Market,Greater China Group Market Plan,Power TPS,,,,-4370.71
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,Americas Top Countries,Americas Plan,Storage TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Financial Service Market,U.S. Financial Plan,Data Platform,,,,-1789000.0
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Industry Market,US Industry Plan,Z TPS,,,,547000.0
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,France Market,France Plan,Storage TPS,,,,-41765.03
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Latin America Market,Latin America Market Plan,Z TPS,,,,322989.22
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,APAC Top Countries,APAC Plan,Automation Platform,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,SPGI Market,SPGI Plan,Storage TPS,,,,201000.0
2025,3,Transactional Adjustments,Transactional Adjustment Base,Americas,Canadian Market,Canada Plan,Data Platform,,,,-189829.87
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Americas Top Countries,Americas Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Latin America Market,Latin America Market Plan,Automation Platform,,,,-513000.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,US Industry Market,US Industry Plan,Data Platform,,,,2746501.48
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Latin America Market,Latin America Market Plan,Data Platform,,,,-810000.01
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Italy Market,Italy Plan,Power TPS,,,,-9162.81
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,UKI Market,UK/Ireland Plan,Power TPS,,,,-2788.32
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Americas Top Countries,Americas Plan,Power TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,Canadian Market,Canada Plan,IBM Software Top (AUO),,,,-5200000.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,UKI Market,UK/Ireland Plan,Storage TPS,,,,233000.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Storage TPS,,,,-7695.98
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,Japan,Japan Market,Japan Plan,Power TPS,,,,363700.84
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Z TPS,,,,-6126.96
2025,3,Transactional Adjustments,Transactional Adjustment Acquisitions,Americas,Canadian Market,Canada Plan,Automation Platform,,,,483794.35
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,India/South Asia Market,India & South Asia Plan,Storage TPS,,,,260748.52
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,US Top Market,U.S. Other Plan,Storage TPS,,,,-3217.94
2025,4,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),Japan,Japan Market,Japan Plan,Power TPS,,,,-13000.0
2025,3,Transactional Adjustments,Transactional Adjustment Base,Americas,Latin America Market,Latin America Market Plan,Power TPS,,,,-8.61
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),Japan,Japan Market,Japan Plan,Z TPS,,,,-77283.07
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,EMEA Top Countries,EMEA Plan,Data Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Americas Top Countries,Americas Plan,Data Platform,,,,-1376.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Data Platform,,,,-524809.7
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,US Industry Market,US Industry Plan,Z TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Rate Buy Down Est,Americas,US Top Market,U.S. Variance,Data Platform,,,,-0.01
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Data Platform,,,,-357153.82
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,Canadian Market,Canada Plan,Storage TPS,,,,-15294.01
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,EMEA,SPGI Market,SPGI Plan,Automation Platform,,,,-221047.43
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Latin America Market,Latin America Market Plan,Storage TPS,,,,-383000.0
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Canadian Market,Canada Plan,Storage TPS,,,,-11000.0
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,ASEAN Market,Asean Plan,Data Platform,,,,-279330.19
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Automation Platform,,,,296255.5
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Top Countries Plan,Storage TPS,,,,563644.0
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,France Market,France Plan,Data Platform,,,,-190634.13
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,APAC Top Countries,APAC Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Korea Market,Korea Plan,Data Platform,,,,4497.87
2025,3,Transactional Adjustments,Transactional Adjustment Base,Americas,Canadian Market,Canada Plan,Automation Platform,,,,-148687.97
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Korea Market,Korea Plan,Storage TPS,,,,-20687.73
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Financial Service Market,U.S. Financial Plan,Automation Platform,,,,-8632000.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,Italy Market,Italy Plan,Storage TPS,,,,44000.0
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,UKI Market,UK/Ireland Plan,Storage TPS,,,,-105662.87
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,Japan,Japan Market,Japan Plan,Z TPS,,,,1556437.16
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,Americas Top Countries,Americas Plan,Data Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,US Top Market,U.S. Other Plan,Data Platform,,,,-6573168.8
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Automation Platform,,,,-479430.97
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,APAC Top Countries,APAC Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Z TPS,,,,-14312.08
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Latin America Market,Latin America Market Plan,Power TPS,,,,5482.05
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,ASEAN Market,Asean Plan,Power TPS,,,,-1812.54
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,EMEA,EMEA Top Countries,EMEA Plan,Automation Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,EMEA,SPGI Market,SPGI Plan,Data Platform,,,,-486.32
2025,1,Transactional Adjustments,Transactional Adjustment Acquisitions,APAC,ASEAN Market,Asean Plan,Automation Platform,,,,23000.08
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,ASEAN Market,Asean Plan,Storage TPS,,,,-126573.88
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Data Platform,,,,-327359.71
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Greater China Group Market,Greater China Group Market Plan,Data Platform,,,,-184462.88
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Automation Platform,,,,270000.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,ASEAN Market,Asean Plan,Automation Platform,,,,-276557.05
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Storage TPS,,,,-242000.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Automation Platform,,,,269469.88
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,US Top Market,U.S. Other Plan,Data Platform,,,,-6630000.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,US Top Market,U.S. Other Plan,Automation Platform,,,,-14349412.39
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,Canadian Market,Canada Plan,Data Platform,,,,-168057.64
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,SPGI Market,SPGI Plan,Power TPS,,,,2913.29
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,India/South Asia Market,India & South Asia Plan,Data Platform,,,,-175457.46
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),Japan,Japan Market,Japan Plan,Data Platform,,,,-940369.86
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,India/South Asia Market,India & South Asia Plan,Data Platform,,,,-3143.99
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,UKI Market,UK/Ireland Plan,Z TPS,,,,-176567.73
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,Korea Market,Korea Plan,Automation Platform,,,,-2518.41
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,APAC Top Countries,APAC Plan,Storage TPS,,,,9909.47
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Power TPS,,,,-256.94
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Automation Platform,,,,-877570.39
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,France Market,France Plan,Storage TPS,,,,-554000.0
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,Americas Top Countries,Americas Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,UKI Market,UK/Ireland Plan,Storage TPS,,,,-101099.31
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Americas Top Countries,Americas Plan,Data Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Canadian Market,Canada Plan,Automation Platform,,,,517136.61
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,-721868.07
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,France Market,France Plan,Storage TPS,,,,-124268.07
2025,3,Transactional Adjustments,Transactional Adjustment Base,Americas,Latin America Market,Latin America Market Plan,Data Platform,,,,-6339.74
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Power TPS,,,,543.19
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Italy Market,Italy Plan,Data Platform,,,,-291792.54
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Automation Platform,,,,-307991.97
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Italy Market,Italy Plan,Power TPS,,,,1587.22
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Plan,Z TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,SPGI Market,SPGI Plan,Z TPS,,,,847023.71
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,UKI Market,UK/Ireland Plan,Data Platform,,,,-516861.17
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,UKI Market,UK/Ireland Plan,Power TPS,,,,-3057.9
2025,4,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Automation Platform,,,,-295083.91
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,APAC,ASEAN Market,Asean Plan,Z TPS,,,,-6000.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,ASEAN Market,Asean Plan,Power TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,APAC Top Countries,APAC Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,DACH Market,DACH Plan,Storage TPS,,,,-244442.94
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,France Market,France Plan,Z TPS,,,,-735.78
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Data Platform,,,,255315.54
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,UKI Market,UK/Ireland Plan,Data Platform,,,,-261782.89
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Public Market,U.S. Public Plan,Data Platform,,,,-4043000.0
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),Japan,Japan Market,Japan Plan,Storage TPS,,,,-56596.66
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Storage TPS,,,,-33697.98
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,DACH Market,DACH Plan,Storage TPS,,,,664022.85
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,UKI Market,UK/Ireland Plan,Storage TPS,,,,-93055.9
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,India/South Asia Market,India & South Asia Plan,Automation Platform,,,,-686687.44
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Power TPS,,,,-1803.99
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Canadian Market,Canada Plan,Storage TPS,,,,-652.41
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,DACH Market,DACH Plan,Automation Platform,,,,-720150.73
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Storage TPS,,,,245000.0
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Storage TPS,,,,-132286.32
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Z TPS,,,,-15677.99
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Plan,Storage TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,DACH Market,DACH Plan,Power TPS,,,,1530.44
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Public Cloud Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustment Acquisitions,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Automation Platform,,,,447249.73
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Public Market,U.S. Public Plan,Storage TPS,,,,361000.0
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Storage TPS,,,,396419.73
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Automation Platform,,,,-229104.86
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Plan,Z TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,576996.12
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Canadian Market,Canada Plan,Data Platform,,,,-391199.67
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Power TPS,,,,832.78
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,SPGI Market,SPGI Plan,Power TPS,,,,-164.91
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Automation Platform,,,,325141.5
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,Japan,Japan Market,Japan Plan,Data Platform,,,,-2542.8
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,India/South Asia Market,India & South Asia Plan,Data Platform,,,,-215055.95
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,DACH Market,DACH Plan,Z TPS,,,,-203000.0
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,DACH Market,DACH Plan,Power TPS,,,,-3388.95
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Latin America Market,Latin America Market Plan,Z TPS,,,,403000.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,SPGI Market,SPGI Plan,Z TPS,,,,114745.01
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Italy Market,Italy Plan,Data Platform,,,,-248316.39
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,EMEA,UKI Market,UK/Ireland Plan,Automation Platform,,,,-989616.82
2025,4,Transactional Adjustments,Transactional Adjustments Other/Top,Japan,Japan Market,Japan Plan,Storage TPS,,,,245473.1
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,ASEAN Market,Asean Plan,Data Platform,,,,-406443.29
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,Canadian Market,Canada Plan,Automation Platform,,,,-113869.91
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,UKI Market,UK/Ireland Plan,Automation Platform,,,,-886697.97
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,Americas,Americas Top Countries,Americas Plan,Power TPS,,,,0.0
2025,4,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Z TPS,,,,-14312.08
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,ASEAN Market,Asean Plan,Power TPS,,,,-186.07
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,India/South Asia Market,India & South Asia Plan,Data Platform,,,,370955.23
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Data Platform,,,,-280797.88
2025,3,Transactional Adjustments,Transactional Adjustment Acquisitions,APAC,APAC Top Countries,APAC Plan,Automation Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Canadian Market,Canada Plan,Z TPS,,,,1168000.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Plan,Data Platform,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,APAC Top Countries,APAC Plan,Data Platform,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,EMEA Top Countries,EMEA Plan,Data Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Plan,Power TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,APAC Top Countries,APAC Plan,Power TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment Acquisitions,Americas,Americas Top Countries,Americas Plan,Automation Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,US Top Market,U.S. Other Plan,Automation Platform,,,,-3628586.6
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,245824.1
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,1085390.51
