YEAR,QUARTER,BOOKING_STREAMS_SUBCATEGORY_NAME,BOOKING_STREAMS_NAME,GEOGRAPHY_NAME,MARKET_NAME,COUNTRY_NAME,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,TRANSACTIONAL_ADJUSTMENT
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,Americas,US Financial Service Market,U.S. Financial Plan,Data Platform,,,,-28529.85
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Americas Top Countries,Americas Plan,Z TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Z TPS,,,,-8654.45
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Top Market,U.S. Variance,Data Platform,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,ASEAN Market,ASEANZK Plan,Automation Platform,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,APAC Top Countries,APAC Plan,Data Platform,,,,-16103.86
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Italy Market,Italy Plan,Automation Platform,,,,902484.6
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,ASEAN Market,Asean Plan,Z TPS,,,,47214.65
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Automation Platform,,,,-1118886.9
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,Americas,Canadian Market,Canada Plan,Automation Platform,,,,483794.35
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,Americas,US Partner Service Market,US Build/Service Partnerss Plan,Automation Platform,,,,-1646.88
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Power TPS,,,,-1.58
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,APAC,Greater China Group Market,Greater China Group Market Plan,Automation Platform,,,,4085.51
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Italy Market,Italy Plan,Z TPS,,,,309465.32
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Latin America Market,Latin America Market Plan,Data Platform,,,,949940.16
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Canadian Market,Canada Plan,Storage TPS,,,,-1811.9
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Americas Top Countries,Americas Plan,Z TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Public Market,U.S. Public Plan,Z TPS,,,,2105000.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Greater China Group Market,Greater China Group Market Plan,Z TPS,,,,45537.12
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,Americas,Canadian Market,Canada Plan,Automation Platform,,,,-550753.16
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Power TPS,,,,1410.49
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Greater China Group Market,Greater China Group Market Plan,Power TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,ASEAN Market,Asean Plan,Automation Platform,,,,-410116.42
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,EMEA Top Countries,EMEA Plan,Data Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,Greater China Group Market,Greater China Group Market Plan,Automation Platform,,,,-71117.93
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Italy Market,Italy Plan,Data Platform,,,,-248357.78
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,UKI Market,UK/Ireland Plan,Storage TPS,,,,-94313.83
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,Korea Market,Korea Plan,Storage TPS,,,,-50109.36
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,DACH Market,DACH Plan,Data Platform,,,,1887000.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Storage TPS,,,,-11415.83
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,DACH Market,DACH Plan,Z TPS,,,,846228.33
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,Italy Market,Italy Plan,Automation Platform,,,,29956.84
2025,4,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Storage TPS,,,,-32463.36
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Latin America Market,Latin America Market Plan,Data Platform,,,,1025000.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,APAC Top Countries,APAC Plan,Z TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Automation Platform,,,,325141.5
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,US Financial Service Market,U.S. Financial Plan,Z TPS,,,,-500000.0
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,SPGI Market,SPGI Plan,Z TPS,,,,847023.71
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Z TPS,,,,-7622.08
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Americas Top Countries,Americas Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,SPGI Market,SPGI Plan,Storage TPS,,,,-188134.39
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,Americas,US Partner Service Market,US Build/Service Partnerss Plan,Automation Platform,,,,-264.04
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Data Platform,,,,-277217.2
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Latin America Market,Latin America Market Plan,Z TPS,,,,16363.77
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,ASEAN Market,Asean Plan,Data Platform,,,,-424831.19
2025,3,Transactional Adjustments,Transactional Adjustment Base,Americas,Americas Top Countries,Americas Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Canadian Market,Canada Plan,Automation Platform,,,,493235.74
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,Americas,Latin America Market,Latin America Market Plan,Automation Platform,,,,49372.96
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Data Platform,,,,-462206.12
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Korea Market,Korea Plan,Data Platform,,,,-98776.02
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Power TPS,,,,543.19
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,Italy Market,Italy Plan,Z TPS,,,,-1000.0
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,APAC,ASEAN Market,Asean Plan,Automation Platform,,,,126500.44
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,SPGI Market,SPGI Plan,Storage TPS,,,,-112206.11
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,EMEA,France Market,France Plan,Automation Platform,,,,-11544.76
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,ASEAN Market,Asean Plan,Automation Platform,,,,-334392.38
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Power TPS,,,,-3102.99
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,US Top Market,U.S. Other Plan,Z TPS,,,,-82056.34
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,DACH Market,DACH Plan,Storage TPS,,,,-1675108.41
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Power TPS,,,,1646.36
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Storage TPS,,,,-1127.23
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Data Platform,,,,45312.61
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,EMEA Top Countries,EMEA Plan,Z TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,EMEA Top Countries,EMEA Plan,Power TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,UKI Market,UK/Ireland Plan,Power TPS,,,,-1943.06
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,UKI Market,UK/Ireland Plan,Power TPS,,,,359.52
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,APAC Top Countries,APAC Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Storage TPS,,,,524764.66
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,Korea Market,Korea Plan,Data Platform,,,,-154648.61
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,UKI Market,UK/Ireland Plan,Data Platform,,,,-265321.68
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,DACH Market,DACH Plan,Z TPS,,,,-17464.85
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Italy Market,Italy Plan,Data Platform,,,,622270.33
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,DACH Market,DACH Plan,Automation Platform,,,,652617.35
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Japan,Japan Market,Japan Plan,Data Platform,,,,199000.0
2025,3,Transactional Adjustments,Transactional Adjustment Base,Americas,US Top Market,U.S. Other Plan,Power TPS,,,,-5094.56
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,ASEAN Market,Asean Plan,Automation Platform,,,,242359.92
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Storage TPS,,,,-170117.26
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Z TPS,,,,181582.61
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,UKI Market,UK/Ireland Plan,Automation Platform,,,,1040171.55
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Italy Market,Italy Plan,Power TPS,,,,-12461.91
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Storage TPS,,,,92971.65
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Top Countries Plan,Z TPS,,,,66922.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Data Platform,,,,45312.61
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,Latin America Market,Latin America Market Plan,Storage TPS,,,,-264600.71
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Canadian Market,Canada Plan,Automation Platform,,,,-200000.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,EMEA Top Countries,EMEA Plan,Z TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,UKI Market,UK/Ireland Plan,Power TPS,,,,359.52
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Americas Top Countries,Americas Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Latin America Market,Latin America Market Plan,Storage TPS,,,,-840000.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,214000.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,India/South Asia Market,India & South Asia Plan,Automation Platform,,,,-1195448.64
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,DACH Market,DACH Plan,Data Platform,,,,1954284.96
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,SPGI Market,SPGI Plan,Z TPS,,,,-6230.95
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Power TPS,,,,-2335.99
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,US Top Market,U.S. Variance,Z TPS,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,France Market,France Plan,Z TPS,,,,-36837.97
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,Americas Top Countries,Americas Plan,Automation Platform,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,EMEA Top Countries,EMEA Plan,Storage TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,Americas,US National Market,US National Plan,Automation Platform,,,,-777701.35
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),Japan,Japan Market,Japan Plan,Storage TPS,,,,-42283.07
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,US Public Market,U.S. Public Plan,Storage TPS,,,,-71662.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Canadian Market,Canada Plan,Data Platform,,,,-231507.11
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,SPGI Market,SPGI Plan,Storage TPS,,,,1387539.3
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,EMEA Top Countries,EMEA Plan,Storage TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,SPGI Market,SPGI Plan,Power TPS,,,,-86.88
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,Americas,Americas Top Countries,Americas Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Storage TPS,,,,-22482.11
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,India/South Asia Market,India & South Asia Plan,Data Platform,,,,-638030.82
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,DACH Market,DACH Plan,Automation Platform,,,,-564222.35
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,Americas,Canadian Market,Canada Plan,Storage TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,DACH Market,DACH Plan,Storage TPS,,,,921104.57
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Industry Market,US Industry Plan,Z TPS,,,,-1219000.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,India/South Asia Market,India & South Asia Plan,Power TPS,,,,-21.23
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Greater China Group Market,Greater China Group Market Plan,Automation Platform,,,,117841.94
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Storage TPS,,,,-1464.09
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Plan,Public Cloud Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Automation Platform,,,,-265182.25
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,Americas,Latin America Market,Latin America Market Plan,Automation Platform,,,,-642000.0
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Automation Platform,,,,-710488.4
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Storage TPS,,,,-206184.17
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,US Industry Market,US Industry Plan,Automation Platform,,,,1530490.23
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Storage TPS,,,,-2591.67
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,Latin America Market,Latin America Market Plan,Data Platform,,,,-426082.99
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Power TPS,,,,-1200.78
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,ASEAN Market,Asean Plan,Data Platform,,,,-351198.07
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,EMEA Top Countries,EMEA Plan,Automation Platform,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Automation Platform,,,,-252533.52
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Italy Market,Italy Plan,Power TPS,,,,576.09
2025,1,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,France Market,France Plan,Automation Platform,,,,27981.33
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Korea Market,Korea Plan,Data Platform,,,,-191101.44
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,APAC,India/South Asia Market,India & South Asia Plan,Automation Platform,,,,219470.71
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,Americas Top Countries,Americas Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,India/South Asia Market,India & South Asia Plan,Automation Platform,,,,-120201.54
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,US Public Market,U.S. Public Plan,Data Platform,,,,-580000.0
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,Americas,Canadian Market,Canada Plan,Automation Platform,,,,517136.61
2025,1,Transactional Adjustments,Transactional Adjustment Acquisitions,Americas,US Top Market,U.S. Other Plan,Automation Platform,,,,1256617.74
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,ASEAN Market,Asean Plan,Data Platform,,,,-260035.92
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Power TPS,,,,-3254.86
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Storage TPS,,,,-33474.91
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,France Market,France Plan,Automation Platform,,,,-22000.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,DACH Market,DACH Plan,Data Platform,,,,-948266.59
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Korea Market,Korea Plan,Automation Platform,,,,-297452.06
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Storage TPS,,,,269469.88
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,US Top Market,U.S. Other Plan,Automation Platform,,,,-2124755.05
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Data Platform,,,,-413225.76
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,France Market,France Plan,Automation Platform,,,,153897.29
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,APAC Top Countries,APAC Plan,Automation Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Americas Top Countries,Americas Plan,Automation Platform,,,,2576.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Automation Platform,,,,711288.76
2025,2,Transactional Adjustments,Transactional Adjustment Base,Americas,US Top Market,U.S. Variance,Automation Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,SPGI Market,SPGI Plan,Storage TPS,,,,-1870.09
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,Greater China Group Market,Greater China Group Market Plan,Storage TPS,,,,-41496.26
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,Americas Top Countries,Americas Plan,Automation Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Automation Platform,,,,-161000.0
2025,3,Transactional Adjustments,Transactional Adjustment Base,Americas,Latin America Market,Latin America Market Plan,Automation Platform,,,,-4965.73
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Power TPS,,,,-9215.69
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Z TPS,,,,-5786.12
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Italy Market,Italy Plan,Data Platform,,,,-562815.07
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,Japan,Japan Market,Japan Plan,Automation Platform,,,,-337460.82
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),APAC,India/South Asia Market,India & South Asia Plan,Storage TPS,,,,-35762.93
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,APAC Top Countries,APAC Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,SPGI Market,SPGI Plan,Automation Platform,,,,-144044.25
2025,1,Transactional Adjustments,Transactional Adjustment Acquisitions,APAC,Korea Market,Korea Plan,Automation Platform,,,,40483.31
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,UKI Market,UK/Ireland Plan,Data Platform,,,,-860768.58
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Power TPS,,,,-819.05
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),Japan,Japan Market,Japan Plan,Data Platform,,,,-524756.37
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,UKI Market,UK/Ireland Plan,Storage TPS,,,,-7495.94
2025,3,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,Italy Market,Italy Plan,Power TPS,,,,576.09
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Canadian Market,Canada Plan,Storage TPS,,,,-40000.0
2025,3,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,EMEA Top Countries,EMEA Plan,Automation Platform,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,APAC Top Countries,APAC Plan,Automation Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,France Market,France Plan,Z TPS,,,,-4219.68
2025,2,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,EMEA Top Countries,EMEA Plan,Data Platform,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,Americas,Americas Top Countries,Americas Plan,Storage TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Data Platform,,,,-2222.97
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,Italy Market,Italy Plan,Power TPS,,,,-157.7
2025,2,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,DACH Market,DACH Plan,Automation Platform,,,,926039.46
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Storage TPS,,,,362000.0
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),Japan,Japan Market,Japan Plan,Storage TPS,,,,-74000.0
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,-1271006.83
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,EMEA Top Countries,EMEA Plan,Storage TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments Rate Buy Down Est,Americas,US Financial Service Market,U.S. Financial Plan,Data Platform,,,,0.01
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,Canadian Market,Canada Plan,Power TPS,,,,-440.03
2025,1,Transactional Adjustments,Transactional Adjustment Subscription,Americas,US Financial Service Market,U.S. Financial Plan,Storage TPS,,,,-1000000.0
2025,2,Transactional Adjustments,Transactional Adjustment RedHat Carve-Out,APAC,APAC Top Countries,APAC Plan,Automation Platform,,,,0.0
2025,3,Transactional Adjustments,Transactional Adjustment Acquisitions,EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Automation Platform,,,,69360.04
2025,2,Transactional Adjustments,Transactional Adjustment Subscription,EMEA,SPGI Market,SPGI Plan,Storage TPS,,,,609000.0
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,Middle East/Africa Market,Middle East and Africa Market Plan,Storage TPS,,,,-228679.08
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Z TPS,,,,-130629.65
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,APAC,India/South Asia Market,India & South Asia Plan,Z TPS,,,,0.0
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Data Platform,,,,889860.73
2025,1,Transactional Adjustments,Transactional Adjustment Base,Americas,Americas Top Countries,Americas Plan,Power TPS,,,,0.0
2025,2,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,SPGI Market,SPGI Plan,Storage TPS,,,,-80562.83
2025,1,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Automation Platform,,,,-1004254.55
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",Power TPS,,,,-8116.37
2025,1,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,UKI Market,UK/Ireland Plan,Z TPS,,,,-31918.91
2025,3,Transactional Adjustments,Transactional Adjustments GtN Partner Plus (VAR),EMEA,France Market,France Plan,Automation Platform,,,,-103945.4
2025,1,Transactional Adjustments,Transactional Adjustments Other/Top,EMEA,France Market,France Plan,Z TPS,,,,378.58
2025,2,Transactional Adjustments,Transactional Adjustments Gross To Net,EMEA,France Market,France Plan,Public Cloud Platform,,,,-1000.0
