SK_LINE_ITEM,OPPORTUNITY_NUMBER,ACCOUNT_NAME,CALL,WON,UPSIDE,QUALIFY_PLUS,PROPOSE_PLUS,NEGOTIATE_PLUS,OPEN_PIPELINE,VALUE,PPA,PPV,PWP,HIGH_PWP_OUT_CALL,LOW_PWP_IN_CALL,DATE,YEAR,QUARTER,WEEK,RELATIVE_QUARTER_MNEUMONIC,SNAPSHOT_LEVEL,SALES_STAGE,DEAL_SIZE,CLIENT_TYPE,CLIENT_SUB_TYPE,GEOGRAPHY,MARKET,COUNTRY,REGION,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,LINK_TO_ISC,SALES_WEEK_DESCRIPTION,BRANCH,CLOSE_DATE,CLOSE_YEAR,CLOSE_QUARTER,CLOSE_MONTH,CLOSE_WEEK,NEXT_STEP
93676,0063h00000EkBIAAA3,LAKE CITY BANK,9813.42,0.0,0.0,9813.42,9813.42,0.0,9813.42,9813.42,0.0,0.0,0.0,0.0,9813.42,2023-04-01 00:00:00,2023,4,-2,NQ+1,W,Propose,<1M,Coverage Select,Select Digital,Americas,US National Market,US National Market,US Northeast Region,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkBIAAA3/view,2023Q4W-2,09. IN-MI Hub,2023-11-10,2023,4,11,7,
93677,0063h00000EkBIAAA3,LAKE CITY BANK,17186.58,0.0,0.0,17186.58,17186.58,0.0,17186.58,17186.58,0.0,0.0,0.0,0.0,17186.58,2023-04-01 00:00:00,2023,4,-2,NQ+1,W,Propose,<1M,Coverage Select,Select Digital,Americas,US National Market,US National Market,US Northeast Region,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkBIAAA3/view,2023Q4W-2,09. IN-MI Hub,2023-11-10,2023,4,11,7,
93676,0063h00000EkBIAAA3,LAKE CITY BANK,9813.42,0.0,0.0,9813.42,9813.42,0.0,9813.42,9813.42,137.0,4225.0,0.01396313,0.0,9813.42,2023-07-01 00:00:00,2023,4,-1,NQ,W,Propose,<1M,Coverage Select,Select Digital,Americas,US National Market,US National Market,US Northeast Region,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkBIAAA3/view,2023Q4W-1,09. IN-MI Hub,2023-11-10,2023,4,11,7,
93677,0063h00000EkBIAAA3,LAKE CITY BANK,17186.58,0.0,0.0,17186.58,17186.58,0.0,17186.58,17186.58,0.0,0.0,0.0,0.0,17186.58,2023-07-01 00:00:00,2023,4,-1,NQ,W,Propose,<1M,Coverage Select,Select Digital,Americas,US National Market,US National Market,US Northeast Region,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkBIAAA3/view,2023Q4W-1,09. IN-MI Hub,2023-11-10,2023,4,11,7,
125528,0063h00000EkBJ9AAN,EVERTEC GROUP LLC,0.0,0.0,25000.0,25000.0,25000.0,0.0,25000.0,25000.0,533.0,737.0,0.02134177,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Propose,<1M,Coverage Select,Select TSR,Americas,US National Market,US National Market,US Northeast Region,Data Platform,AI Productivity,Workflow Automation,Process Planning,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkBJ9AAN/view,2023Q4W01,08. FL-PR-VI Hub,2023-12-15,2023,4,12,12,0519 Called Diego Viglianco to follow up on the discussion we had regarding CP4BA and the automation initiatives at Evertec Left VM and message with his assistant
1924324,0063h00000EkBaWAAV,ANTEL,0.0,0.0,120000.0,120000.0,120000.0,0.0,120000.0,120000.0,0.0,0.0,0.0,0.0,0.0,2023-04-01 00:00:00,2023,4,-2,NQ+1,W,Propose,<1M,Coverage Select,Select Build/Service,Americas,Latin America Market,Uruguay,Spanish South America Region,Data Platform,AI Productivity,AI Assistants,watsonx Assistant Withdrawn,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkBaWAAV/view,2023Q4W-2,South SSA Select,2023-12-08,2023,4,12,11,Finalizing the customer committee to resolve if they want to go ahead with direct purchase
7089438,0063h00000EkBjNAAV,CONTRALORIA GENERAL,0.0,0.0,30000.0,30000.0,30000.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,2023-04-01 00:00:00,2023,4,-2,NQ+1,W,Propose,<1M,Coverage Select,Select Clients,Americas,Latin America Market,Colombia,Spanish South America Region,Data Platform,AI Productivity,AI Assistants,Watson Discovery Withdrawn,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkBjNAAV/view,2023Q4W-2,North SSA Select,2023-10-26,2023,4,10,5,Agenda con Freddy Chaves interesado indica programar sesion para 11 de Agosto
2127358,0063h00000EkDwRAAV,BRASPINE MADEIRAS LTDA,0.0,0.0,0.0,62753.13,0.0,0.0,62753.13,62753.13,0.0,0.0,0.0,0.0,0.0,2023-04-01 00:00:00,2023,4,-2,NQ+1,W,Qualify,<1M,Coverage Select,Select Digital,Americas,Latin America Market,Brazil,Brazil Region,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkDwRAAV/view,2023Q4W-2,Brazil Select,2023-12-30,2023,4,12,14,Projeto para o meio do ano  Move to cloud
2192826,0063h00000EkEX9AAN,AMERISOURCEBERGEN SERVICES CORP,0.0,0.0,0.0,150000.0,0.0,0.0,150000.0,150000.0,229.0,5919.0,0.00153096,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Qualify,<1M,Coverage Enterprise,Coverage Enterprise,Americas,US Industry Market,US Industry,US Industry Region,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkEX9AAN/view,2023Q4W-1,US Dist/Ind/EU/TME Enterprise,2023-10-24,2023,4,10,5,517 NSOpportunityInterest in APM for automated DCs PS early Jan  develop 1 pager for Venjat Subbiah NS Present PoV and approach to Venkat Subbiah VP
2192826,0063h00000EkEX9AAN,AMERISOURCEBERGEN SERVICES CORP,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,1193.0,0.0,0.00795386,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Engage,<1M,Coverage Enterprise,Coverage Enterprise,Americas,US Industry Market,US Industry,US Industry Region,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkEX9AAN/view,2023Q4W01,US Dist/Ind/EU/TME Enterprise,2023-10-24,2023,4,10,5,106 NSOpportunityInterest in APM for automated DCs PS Developed 1pager for VenKat SubbiahVP RS Worked with customer on placing in ELA but customer pushed back NS IBM team to pursue sponsor Lower priority
7600861,0063h00000EkEaVAAV,NIKE INC,0.0,0.0,0.0,20000.0,0.0,0.0,20000.0,20000.0,88.0,214.0,0.0044091,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,Americas,US Industry Market,US Industry,US Industry Region,Automation Platform,Technology Business Management,Asset Lifecycle Management,TRIRIGA,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkEaVAAV/view,2023Q4W01,US Dist Strategic,2023-12-22,2023,4,12,13,081623 RS Scheduled TRIRIGA presentationdemo on new modules being considered NS Gain commitment budget allocation
148148,0063h00000EkEdQAAV,AMERICAN EXPRESS CO,0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,116.0,138.0,0.00233596,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Qualify,<1M,Coverage Enterprise,Coverage Enterprise,Americas,US Financial Service Market,US Financial,US Financial Service Region,Data Platform,AI Productivity,Workflow Automation,Robotic Process Automation (RPA),https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkEdQAAV/view,2023Q4W01,US FSM Enterprise Bank & INS,2023-12-29,2023,4,12,14,93022 Intros to Shabbir Ali completed virtually AMEX Process Mining ISC Interest but client has gone silent Reengage via WO and IBMs new rapport with Shabbirs 2nd line Manjunath Devadi
2128512,0063h00000EkEjTAAV,CARHARTT INC,0.0,0.0,22000.0,22000.0,22000.0,0.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Propose,<1M,Coverage Select,Select Clients,Americas,US National Market,US National Market,US Northeast Region,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkEjTAAV/view,2023Q4W-1,09. IN-MI Hub,2023-10-25,2023,4,10,5,626 KU CXL reduce scope to cut 75K but need to validate w DecisionBrain and XL call tentative for Tues AM  Also XL needs to add scope to SOW to LS CCC from Azure to IBM Cloud
2132102,0063h00000EkEkdAAF,CENTURYTEL INC,0.0,0.0,0.0,300000.0,0.0,0.0,300000.0,300000.0,4181.0,13272.0,0.0139397,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Design,<1M,Coverage Enterprise,Coverage Enterprise,Americas,US Industry Market,US Industry,US Industry Region,Public Cloud Platform,Public Cloud PaaS,Distributed Cloud Withdrawn,Satellite Withdrawn,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkEkdAAF/view,2023Q4W01,US Dist/Ind/EU/TME Enterprise,2023-11-17,2023,4,11,8,104 CB CS Get updates from Lumen team NS Set up onsite with Sarah for week of 108 Have JT get me an executive meeting for ESA
125990,0063h00000EkEr4AAF,DFS SERVICES LLC,0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,218.0,1695.0,0.0008729,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Design,<1M,Coverage Strategic,Coverage Strategic,Americas,US Financial Service Market,US Financial,US Financial Service Region,Data Platform,Data Fabric,Content Management,Content Manager On Demand,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkEr4AAF/view,2023Q4W-1,US FSM EAST,2023-12-20,2023,4,12,13,55 working on meeting next week with Annaliza   38  customer is taking on BAW workload  Working through the details PCI needed
125990,0063h00000EkEr4AAF,DFS SERVICES LLC,0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,1064.0,1267.0,0.00425896,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Design,<1M,Coverage Strategic,Coverage Strategic,Americas,US Financial Service Market,US Financial,US Financial Service Region,Data Platform,Data Fabric,Content Management,Content Manager On Demand,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkEr4AAF/view,2023Q4W01,US FSM EAST,2023-12-20,2023,4,12,13,925  may go on prem waiting on use case  731 meeting with Steve Sinchak new to CMOD team  Working through the details PCI needed
77844,0063h00000EkF7MAAV,THE PRINCIPAL FINANCIAL,0.0,0.0,0.0,200000.0,0.0,0.0,200000.0,200000.0,92.0,715.0,0.00046082,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,Americas,US Financial Service Market,US Financial,US Financial Service Region,Data Platform,Data Fabric,Content Management,Content Manager On Demand,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkF7MAAV/view,2023Q4W-1,US FSM WEST,2023-12-29,2023,4,12,14,47  moved to Dec  310  they are bogged down with CMv8 upgrade  1030   BACSoC opp vs need CMODaaS  Some data needs to be vetted 1st  Migration of CMOD data to the Cloud in next 18 months from July 2021 approx 1000 users today
77844,0063h00000EkF7MAAV,THE PRINCIPAL FINANCIAL,0.0,0.0,0.0,200000.0,0.0,0.0,200000.0,200000.0,630.0,750.0,0.00315274,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,Americas,US Financial Service Market,US Financial,US Financial Service Region,Data Platform,Data Fabric,Content Management,Content Manager On Demand,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkF7MAAV/view,2023Q4W01,US FSM WEST,2023-12-29,2023,4,12,14,925  still in holding pattern  will move out if no movement in Oct  730   BACSoC opp vs need CMODaaS  Some data needs to be vetted 1st  Migration of CMOD data to the Cloud in next 18 months from July 2021 approx 1000 users today
107095,0063h00000EkF7vAAF,PRINCIPAL FINANCIAL GROUP INC,0.0,0.0,0.0,300000.0,0.0,0.0,300000.0,300000.0,1854.0,2208.0,0.0061829,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Design,<1M,Coverage Strategic,Coverage Strategic,Americas,US Financial Service Market,US Financial,US Financial Service Region,Automation Platform,Technology Business Management,Observability Portfolio,Instana,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkF7vAAF/view,2023Q4W01,US FSM WEST,2023-11-29,2023,4,11,10,1006 no response from Chad on follow up Jim Gerstner to ask Chris Mart during lunch Monday about follow up meeting with Chad 818 internally preparing for second meeting no response from Chad
2132620,0063h00000EkFUOAA3,MASTERCARD INC,0.0,0.0,0.0,60000.0,0.0,0.0,60000.0,60000.0,310.0,28920.0,0.00518222,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Qualify,<1M,Coverage Enterprise,Coverage Enterprise,Americas,US Financial Service Market,US Financial,US Financial Service Region,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkFUOAA3/view,2023Q4W-1,US FSM Enterprise Bank & INS,2023-10-17,2023,4,10,4,622  Preparing agenda for a lunch and learn in July
2225293,0063h00000EkFUOAA3,MASTERCARD INC,0.0,0.0,0.0,48000.0,0.0,0.0,48000.0,48000.0,256.0,23882.0,0.00533653,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Qualify,<1M,Coverage Enterprise,Coverage Enterprise,Americas,US Financial Service Market,US Financial,US Financial Service Region,Public Cloud Platform,Public Cloud PaaS,ZaaS and Hyper Protect Services,ZaaS and Hyper Protect,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkFUOAA3/view,2023Q4W-1,US FSM Enterprise Bank & INS,2023-10-17,2023,4,10,4,622  Preparing agenda for a lunch and learn in July
2131473,0063h00000EkG36AAF,FLUOR CORP,0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,174.0,3157.0,0.00069677,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Design,<1M,Coverage Select,Select Clients,Americas,US National Market,US National Market,US Northeast Region,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,Power Virtual Server,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkG36AAF/view,2023Q4W-1,15. CA-GU-HI-MP Hub,2023-12-29,2023,4,12,14,625 NC still no responseIll move this to lower probability NShuddle with GL to keep or close out
2132630,0063h00000EkG36AAF,FLUOR CORP,0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,324.0,5878.0,0.00129755,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Design,<1M,Coverage Select,Select Clients,Americas,US National Market,US National Market,US Northeast Region,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkG36AAF/view,2023Q4W-1,15. CA-GU-HI-MP Hub,2023-12-29,2023,4,12,14,625 NC still no responseIll move this to lower probability NShuddle with GL to keep or close out
2214764,0063h00000EkG36AAF,FLUOR CORP,0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,141.0,2558.0,0.00056452,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Design,<1M,Coverage Select,Select Clients,Americas,US National Market,US National Market,US Northeast Region,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,SAP Rise Premium Supplier,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkG36AAF/view,2023Q4W-1,15. CA-GU-HI-MP Hub,2023-12-29,2023,4,12,14,625 NC still no responseIll move this to lower probability NShuddle with GL to keep or close out
2190646,0063h00000EkG4gAAF,GEICO CORP,0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,389.0,7795.0,0.00155776,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Design,<1M,Coverage Strategic,Coverage Strategic,Americas,US Financial Service Market,US Financial,US Financial Service Region,Automation Platform,Security Threat Management,Security Threat Mgmt,QRadar Suite (Software),https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkG4gAAF/view,2023Q4W-1,US FSM WEST,2023-10-30,2023,4,10,6,628 SP Marc Zhiwe CRA  compelling cost advantage for trade up and best in class capab RS  Ciso request represent of qrocresilient modernizaed roadmapthen Eval TI  TII NS ciso reschedule call still need to finalize current state pitch to Marc A
121941,0063h00000EkG4jAAF,GEICO CORP,1000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,44474.0,345979.0,0.04447487,0.0,1000000.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Closing,>=1M,Coverage Strategic,Coverage Strategic,Americas,US Financial Service Market,US Financial,US Financial Service Region,Data Platform,Data Fabric,Content Management,Content Manager On Demand,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkG4jAAF/view,2023Q4W-1,US FSM WEST,2023-11-10,2023,4,11,7,67GEICO attending the Automation Forum 1 on1 with Blair Geoff and IBM ECM Executives
7316885,0063h00000EkGY6AAN,AUTOZONE INC,0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,142.0,1996.0,0.00284822,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Qualify,<1M,Coverage Select,Select Clients,Americas,US National Market,US National Market,US Northeast Region,Automation Platform,Technology Business Management,Asset Lifecycle Management,Supply Chain Intelligence Suite Withdrawn,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkGY6AAN/view,2023Q4W-1,06. KY-TN Hub,2023-12-29,2023,4,12,14,62  met with Vijay Dir of Digital commerce for next steps on SIP and OMS Pulling in Perfaware as BP setting up meeting early June
156559,0063h00000EkGn6AAF,GENUINE PARTS COMPANY,0.0,0.0,0.0,150000.0,0.0,0.0,150000.0,150000.0,1186.0,16676.0,0.00791123,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Design,<1M,Coverage Select,Select TSR,Americas,US National Market,US National Market,US Northeast Region,Automation Platform,Application Development & Integration,B2B Integration,Sterling Data Exchange SaaS,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkGn6AAF/view,2023Q4W-1,07. AL-GA-MS Hub,2023-12-15,2023,4,12,12,06302023   Sterling Data Excahnge Modernization  NS  GPC IT Dir Derrick Moon meeting 714th Addiitonal ongoing meetings with Wayne Crowe Dir EBusiness of Motion Industries on same Modernization topics
131313,0063h00000EkGoSAAV,THE DOW CHEMICAL CO,0.0,0.0,0.0,500000.0,0.0,0.0,500000.0,500000.0,2033.0,13672.0,0.00406624,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Design,<1M,Coverage Strategic,Coverage Strategic,Americas,US Industry Market,US Industry,US Industry Region,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkGoSAAV/view,2023Q4W-1,US Industrial Strategic,2023-10-27,2023,4,10,5,615  hosting client at Evanta CIOCISO event 621  Schedule Identity maturity assessment and discuss targeted call series specific to client priorities
131313,0063h00000EkGoSAAV,THE DOW CHEMICAL CO,0.0,0.0,0.0,500000.0,0.0,0.0,500000.0,500000.0,3441.0,3809.0,0.00688383,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Design,<1M,Coverage Strategic,Coverage Strategic,Americas,US Industry Market,US Industry,US Industry Region,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkGoSAAV/view,2023Q4W01,US Industrial Strategic,2023-12-15,2023,4,12,12,822  this is part of the larger Security strategy pitch Workshop with Dow end of Sept to move Dow opps forward
7592350,0063h00000EkGrbAAF,PNC BANK,0.0,0.0,354000.0,354000.0,354000.0,0.0,354000.0,354000.0,6401.0,2872.0,0.01808258,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Propose,<1M,Coverage Enterprise,Coverage Enterprise,Americas,US Financial Service Market,US Financial,US Financial Service Region,Automation Platform,Technology Business Management,Asset Lifecycle Management,TRIRIGA,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkGrbAAF/view,2023Q4W01,US FSM Enterprise Bank & INS,2023-12-31,2023,4,12,14,10623  this will most likely be deployment in late 2023 We set up a demo for week of 814 but it was postponed Trying to reschedule
2131488,0063h00000EkHADAA3,TENNECO AUTOMOTIVE OPERA,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,327.0,770.0,0.00327844,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Qualify,<1M,Coverage Select,Select Clients,Americas,US National Market,US National Market,US Northeast Region,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,Power Virtual Server,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkHADAA3/view,2023Q4W01,10. IL-WI Hub,2023-12-29,2023,4,12,14,104  No response from client Waiting for comment from Eric after his conv w leadership contact at T who is presently OOO and back midOct
7596977,0063h00000EkHBbAAN,UNITED AIRLINES INC,0.0,0.0,34000.0,34000.0,34000.0,0.0,34000.0,34000.0,3561.0,92056.0,0.10475284,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Propose,<1M,Coverage Strategic,Coverage Strategic,Americas,US Industry Market,US Industry,US Industry Region,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkHBbAAN/view,2023Q4W-1,US Dist Strategic,2023-10-31,2023,4,10,6,621  NS Provide quote to customer week of 619  United wants to do a 4 month agreement and also add to renewal in October
7596977,0063h00000EkHBbAAN,UNITED AIRLINES INC,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,895.0,2182.0,0.8951386,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Won,<1M,Coverage Strategic,Coverage Strategic,Americas,US Industry Market,US Industry,US Industry Region,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkHBbAAN/view,2023Q4W01,US Dist Strategic,2023-10-06,2023,4,10,2,106  Closed with recent renewal
7596977,0063h00000EkHBbAAN,UNITED AIRLINES INC,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,2024-01-06 00:00:00,2023,4,14,PQ,W,Won,<1M,Coverage Strategic,Coverage Strategic,Americas,US Industry Market,US Industry,US Industry Region,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkHBbAAN/view,2023Q4W14,US Dist Strategic,2023-10-06,2023,4,10,2,106  Closed with recent renewal
2131980,0063h00000EkHRJAA3,WAKEFERN FOOD CORP,0.0,0.0,0.0,25000.0,0.0,0.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,2023-04-01 00:00:00,2023,4,-2,NQ+1,W,Qualify,<1M,Coverage Select,Select TSR,Americas,US National Market,US National Market,US Northeast Region,Public Cloud Platform,Public Cloud PaaS,Distributed Cloud Withdrawn,Satellite Withdrawn,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkHRJAA3/view,2023Q4W-2,02. CT-NJ-NY Hub,2023-10-20,2023,4,10,4,330 This was a scheduled Lunch  Learn topic but the Cloud Foundry deprecation topic bumped this engagement to the back burner Might be better to do an OpenShift Lunch Learn next
2155240,0063h00000EkI1pAAF,TARJETA NARANJA S.A.U.,0.0,0.0,150000.0,150000.0,150000.0,0.0,150000.0,150000.0,1075.0,39503.0,0.0071724,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Propose,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Argentina,Spanish South America Region,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkI1pAAF/view,2023Q4W-1,South SSA Strategic,2023-11-15,2023,4,11,8,
2155240,0063h00000EkI1pAAF,TARJETA NARANJA S.A.U.,0.0,0.0,150000.0,150000.0,150000.0,0.0,150000.0,150000.0,4175.0,9950.0,0.02783844,0.0,0.0,2023-10-07 00:00:00,2023,4,1,CQ,W,Propose,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Argentina,Spanish South America Region,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkI1pAAF/view,2023Q4W01,South SSA Strategic,2023-11-15,2023,4,11,8,
2155241,0063h00000EkI1sAAF,BANCO DE GALICIA Y BUENOS,0.0,0.0,150000.0,150000.0,150000.0,0.0,150000.0,150000.0,933.0,34285.0,0.00622348,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Propose,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Argentina,Spanish South America Region,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkI1sAAF/view,2023Q4W-1,South SSA Strategic,2023-10-25,2023,4,10,5,El lider de tribu de Contactabilidad fue reemplazado por un nuevo lider que esta tomando conocimiento de status Proximo paso call con el nuevo lider para entender su vision plan expectativas y necesidades De nuestro lado volver a presentar todo
2131195,0063h00000EkIHxAAN,BANCO DO BRASIL SA,0.0,0.0,0.0,88217.01,0.0,0.0,88217.01,88217.01,0.0,0.0,0.0,0.0,0.0,2023-04-01 00:00:00,2023,4,-2,NQ+1,W,Qualify,<1M,Coverage Enterprise,Coverage Enterprise,Americas,Latin America Market,Brazil,Brazil Region,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,Power Virtual Server,https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkIHxAAN/view,2023Q4W-2,Brazil Enterprise,2023-12-29,2023,4,12,14,
2155245,0063h00000EkIIpAAN,BANCO DO BRASIL S/A,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,726.0,0.0,0.0014536,0.0,0.0,2023-07-01 00:00:00,2023,4,-1,NQ,W,Engage,<1M,Coverage Enterprise,Coverage Enterprise,Americas,Latin America Market,Brazil,Brazil Region,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),https://ibmsc.lightning.force.com/lightning/r/Opportunity/0063h00000EkIIpAAN/view,2023Q4W-1,Brazil Enterprise,2023-12-22,2023,4,12,13,DEAL DESCRIPTION Cloud for FS to support transaction workloads MILESTONES COMPLETEDCURRENT STEP 0428  This oppty is waiting a final step to Winner OISTEPS TO CLOSURE W DATESKEY DEPENDENCIESHELP NEEDEDODDS  0428  Wait
