YEAR,QUARTER,MONTH,GEOGRAPHY,MARKET,SECTOR,CLIENT_NAME,INDUSTRY,UT30_NAME,PRACTICE,ACCOUNT_TYPE,REVENUE_AMT,GROSS_PROFIT_AMT,REVENUE_AMT_PY,REVENUE_AMT_PPY,GROSS_PROFIT_AMT_PPY,COUNTRY,BRANCH,GROSS_PROFIT_AMT_PY,UT15_NAME,UT17_NAME,UT20_NAME,GROSS_PROFIT_WITH_COST_CENTER_AMT
2022,1,1,APAC,ANZ,Australia Other,RESOURCE TECHNOLOGY PTY LTD,Select BPS-T,Supply Chain Transformation OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Australia,Australia Select,0.0,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,0.0
2022,1,1,APAC,ANZ,Australia Other,SCUS PTY LTD,Insurance,IBM AIOps Services OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Australia,Australia Strategic,0.0,Intelligent Operations,Application Operations,IBM AIOps Services,0.0
2022,1,1,APAC,ANZ,Australia Other,Unassigned,Select Build(ISV)/Service(GSI),Strategy & Tech Top OA,,Unassigned,0.0,-21653.74,0.0,0.0,0.0,Australia,Unassigned,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,-21653.74
2022,1,1,APAC,ASEAN,Indonesia,OOREDOO HUTCHISON ASIA PTE. LTD.,Select BPS-T,IBM Cyber Threat Management Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Indonesia,Indonesia Select,0.0,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,0.0
2022,1,1,APAC,ASEAN,Malaysia,Unassigned,Unassigned,HCM Top,,Unassigned,0.0,4774.83,0.0,0.0,0.0,Malaysia,Unassigned,0.0,Intelligent Operations,Application Operations,Application Operations Top,4774.83
2022,1,1,APAC,ASEAN,Philippines,KYNDRYL GLOBAL OVERRIDE,Computer Integrated Systems Design,Cloud Platform Engineering Services - Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Philippines,Philippines Non Sales,0.0,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,0.0
2022,1,1,APAC,ASEAN,Singapore Other,PRIME MINISTER'S OFFICE SINGAPORE,Select BPS-T,WORKDAY,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Singapore,Singapore Select,0.0,Strategy & Technology,Business Applications,HR Technology,0.0
2022,1,1,APAC,ASEAN,Singapore Other,Unassigned,Select BPS-T,Strategy & Tech Top OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Singapore,Unassigned,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,0.0
2022,1,1,APAC,ASEAN,Thailand,THE KINGDOM OF THAILAND,Banking,Hybrid Cloud & Data OA Top,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Thailand,Thailand Select,0.0,Strategy & Technology,Hybrid Cloud & Data,Hybrid Cloud & Data Top,0.0
2022,1,1,APAC,ASEAN,Vietnam,UNILEVER PLC,Select BPS-T,Source-to-Pay Operations BPO,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Vietnam,Vietnam Select,0.0,Intelligent Operations,Business Operations,Intelligent Procurement Operations,0.0
2022,1,1,APAC,GCG,Hong Kong,AXA CHINA REGION LIMITED,Select BPS-T,Custom Application Management Services OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Hong Kong,Hong Kong Select,0.0,Intelligent Operations,Application Operations,Custom Application Management Services,0.0
2022,1,1,APAC,GCG,Hong Kong,GLP BIDCO LIMITED,Select BPS-T,SALESFORCE,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Hong Kong,Hong Kong Select,0.0,Strategy & Technology,Business Applications,Business Transformation with Salesforce,0.0
2022,1,1,APAC,GCG,Hong Kong,THE CHINESE UNIVERSITY OF HONG KONG,Select BPS-T,Oracle - TT,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Hong Kong,Hong Kong Select,0.0,Strategy & Technology,Business Applications,HR Technology,0.0
2022,1,1,APAC,GCG,MCN Other,AVIVA PLC,Select BPS-T,IBM CyberDefend Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,China,PRC Select MNC & Automotive,0.0,Intelligent Operations,Cybersecurity,IBM CyberDefend,0.0
2022,1,1,APAC,GCG,MCN Other,"BEIJING CAPITAL GROUP CO.,LTD.",Select BPS-T,Supply Chain Transformation OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,China,PRC Select NC Beijing,0.0,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,0.0
2022,1,1,APAC,GCG,MCN Other,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY LIMITED,Select BPS-T,SAP,None,Unassigned,0.0,0.0,0.0,0.0,0.0,China,PRC Select SC Non Shenzhen/WC,0.0,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,0.0
2022,1,1,APAC,GCG,MCN Other,"HANS LASER TECHNOLOGY INDUSTRY GROUP CO., LTD.",Select BPS-T,Supply Chain Transformation OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,China,PRC Select SC Shenzhen,0.0,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,0.0
2022,1,1,APAC,GCG,MCN Other,"SANAN OPTOELECTRONICS CO.,LTD.",Select BPS-T,SAP,None,Unassigned,0.0,0.0,0.0,0.0,0.0,China,PRC Select EC Non Shanghai,0.0,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,0.0
2022,1,1,APAC,GCG,MCN Other,TCL TECHNOLOGY GROUP CORPORATION,Select BPS-T,Supply Chain Transformation OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,China,PRC Select SC Shenzhen,0.0,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,0.0
2022,1,1,APAC,GCG,MCN Other,Unassigned,Select BPS-T,Strategy & Tech Top OA,,Unassigned,0.0,-0.21,0.0,0.0,0.0,China Offshore Operations,Unassigned,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,-0.21
2022,1,1,APAC,GCG,Taiwan,"O-BANK, CO., LTD",Select BPS-T,Sales and Commerce Transformation OA,Customer,Unassigned,29113.3,28520.86,0.0,0.0,0.0,Taiwan,Taiwan Select,0.0,Strategy & Technology,Strategy & Transformation,Sales and Commerce Transformation,28520.86
2022,1,1,APAC,ISA,ISA Other,CULVER MAX ENTERTAINMENT PRIVATE LIMITED,Select BPS-T,Strategy & Tech Top OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,India PTE Ltd,ISA West,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,0.0
2022,1,1,APAC,ISA,ISA Other,HITACHI VANTARA SOFTWARE SERVICES INDIA PRIVATE LIMITED,Select BPS-T,WORKDAY,None,Unassigned,0.0,0.0,0.0,0.0,0.0,India PTE Ltd,ISA North & East & Bangladesh,0.0,Strategy & Technology,Business Applications,HR Technology,0.0
2022,1,1,APAC,ISA,ISA Other,INTERGLOBE AVIATION LIMITED,Select BPS-T,SAP,None,Unassigned,0.0,0.0,0.0,0.0,0.0,India PTE Ltd,ISA Select FSS & MFG Squad,0.0,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,0.0
2022,1,1,APAC,ISA,ISA Other,MERCEDES-BENZ GROUP AG,Select BPS-T,Experience Strategy and Design OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,India PTE Ltd,ISA West,0.0,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,0.0
2022,1,1,APAC,ISA,ISA Other,NIPPON LIFE INSURANCE COMPANY,Digital Squads,"AI Integration Services (with IBM, AWS)",None,Unassigned,0.0,0.0,0.0,0.0,0.0,India PTE Ltd,ISA West,0.0,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",0.0
2022,1,1,APAC,ISA,ISA Other,SONY GROUP CORPORATION,Select BPS-T,Experience Strategy and Design OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,India PTE Ltd,ISA West,0.0,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,0.0
2022,1,1,APAC,ISA,ISA Other,UNILEVER PLC,Select BPS-T,Strategy & Tech Top OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,India PTE Ltd,ISA South & Sri Lanka,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,0.0
2022,1,1,APAC,ISA,ISA Other,SOUTH ASIA GATEWAY TERMINALS PRIVATE LIMITED,Select BPS-T,IBM CyberDefend Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Sri Lanka,ISA South & Sri Lanka,0.0,Intelligent Operations,Cybersecurity,IBM CyberDefend,0.0
2022,1,1,Americas,Canada,Canada COMM,CANADIAN UTILITIE,Select Client,ORACLE,Oracle,PREMIER,3136.34,-1574.16,0.0,0.0,0.0,Canada,CA Select - C,0.0,Strategy & Technology,Business Applications,Business Transformation with Oracle,-1574.16
2022,1,1,Americas,Canada,Canada COMM,INDEPENDENT ELECTRICITY SYSTEM OPERATOR,Select Client,Custom Application Management Services OA,Custom Application Operations,TARGET PREMIER,406077.68,201456.92,0.0,0.0,0.0,Canada,CA Select - C,0.0,Intelligent Operations,Application Operations,Custom Application Management Services,201456.92
2022,1,1,Americas,Canada,Canada Fin,CANADIAN PAYMENTS ASSOCIATION,Select Client,Strategy & Tech Top OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,0.0
2022,1,1,Americas,Canada,Canada Other,BANK OF MONTRÉAL,Banking,IBM Cyber Strategy and Risk Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,Canada Enterprise,0.0,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,0.0
2022,1,1,Americas,Canada,Canada Other,CANADIAN IMPERIAL BANK OF COMMERCE,Banking,Data Transformation,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,Canada Enterprise,0.0,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",0.0
2022,1,1,Americas,Canada,Canada Other,CANADIAN PAYMENTS ASSOCIATION,Select Client,Digital Product Design and Engineering OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,0.0
2022,1,1,Americas,Canada,Canada Other,ENGLOBE CORP,Digital Squads,Strategy & Tech Top OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,0.0
2022,1,1,Americas,Canada,Canada Other,GOVERNMENT OF THE PROVINCE OF ONTARIO,Select Client,IBM CyberDefend Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Intelligent Operations,Cybersecurity,IBM CyberDefend,0.0
2022,1,1,Americas,Canada,Canada Other,MHI RJ AVIATION ULC,Select Client,ADOBE,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Strategy & Technology,Business Applications,Marketing Transformation,0.0
2022,1,1,Americas,Canada,Canada Other,"MINISTRY OF JOBS, TRADE AND",Government,Digital Product Design and Engineering OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,0.0
2022,1,1,Americas,Canada,Canada Other,"PEPSICO, INC.",Select BPS-T,Finance Operations BPO,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select,0.0,Intelligent Operations,Business Operations,Intelligent Finance Operations,0.0
2022,1,1,Americas,Canada,Canada Other,SENTGRAF ENTERPRISES LTD,Select Client,HCM Top,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Intelligent Operations,Application Operations,Application Operations Top,0.0
2022,1,1,Americas,Canada,Canada Other,THE BANK OF NOVA SCOTIA,Banking,HCM Top,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,Canada Enterprise,0.0,Intelligent Operations,Application Operations,Application Operations Top,0.0
2022,1,1,Americas,Canada,Canada Other,Unassigned,Banking,Cybersecurity Top,Security Services,Unassigned,0.0,-55978.54,0.0,0.0,0.0,Canada,Unassigned,0.0,Intelligent Operations,Cybersecurity,Cybersecurity Services Top,-55978.54
2022,1,1,Americas,Canada,Canada Other,VIA RAIL INC.,Select Client,Cloud Platform Engineering Services - Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,0.0
2022,1,1,Americas,Canada,Canada PUB,GOVERNMENT OF CANADA,Government,Digital Product Design and Engineering OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,Canada Enterprise,0.0,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,0.0
2022,1,1,Americas,Canada,Canada Quebec,IA SOCIÉTÉ FINANCIÈRE INC,Select Client,"AI Integration Services (with IBM, AWS)",None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",0.0
2022,1,1,Americas,Canada,Canada Quebec,MINISTERE DE IAGRICULTURE DES PECHERIES ET DE LALIMENTATION,Government,AI Integration Services (with Microsoft),None,Unassigned,0.0,0.0,0.0,0.0,0.0,Canada,CA Select - C,0.0,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",0.0
2022,1,1,Americas,Canada,Canada Quebec,SAPUTO,Select Client,SAP,SAP,FOUNDATION,218617.75,-68.34,0.0,0.0,0.0,Canada,CA Select - C,0.0,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,-68.34
2022,1,1,Americas,LA,Brazil,BANCO BRADESCO S/A,Insurance,HCM Top,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Brazil,Brazil Enterprise,0.0,Intelligent Operations,Application Operations,Application Operations Top,0.0
2022,1,1,Americas,LA,Brazil,BANCO DO BRASIL,Banking,Custom Application Management Services OA,,ENTERPRISE,84438.27,-5635.7,0.0,0.0,0.0,Brazil,Brazil Enterprise,0.0,Intelligent Operations,Application Operations,Custom Application Management Services,-5635.7
2022,1,1,Americas,LA,Brazil,FASTPAR HOLDING S/A,Select BPS-T,SAP,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Brazil,Brazil Select,0.0,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,0.0
2022,1,1,Americas,LA,Brazil,LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM,Select BPS-T,SAP CX,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Brazil,Brazil Select,0.0,Strategy & Technology,Strategy & Transformation,Sales and Commerce Transformation,0.0
2022,1,1,Americas,LA,Brazil,TELECOM ITALIA SPA,Select Client,Quality Engineering Services OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Brazil,Brazil Select,0.0,Intelligent Operations,Application Operations,Quality Engineering Services,0.0
2022,1,1,Americas,LA,Brazil,Unassigned,Accounting Exclusion,Cybersecurity Top,Security Services,Unassigned,0.0,-301.0,0.0,0.0,0.0,Brazil,Unassigned,0.0,Intelligent Operations,Cybersecurity,Cybersecurity Services Top,-301.0
2022,1,1,Americas,LA,LA Chile,SOCIEDAD AUSTRAL DE ELECTRICIDAD S.A.,Select Client,AMS for SAP Apps,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Chile,Chile Select,0.0,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,0.0
2022,1,1,Americas,LA,LA North SSA,BANCO COMERCIAL AV VILLAS S A,Banking,"AI Integration Services (with IBM, AWS)",None,Unassigned,0.0,0.0,0.0,0.0,0.0,Colombia,North SSA Strategic,0.0,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",0.0
2022,1,1,Americas,LA,LA North SSA,CREDIBANCO S A,Select Client,HCM Top,,Unassigned,0.0,-718.33,0.0,0.0,0.0,Colombia,North SSA Select,0.0,Intelligent Operations,Application Operations,Application Operations Top,-718.33
2022,1,1,Americas,LA,LA North SSA,GRUPO BOLIVAR S A,Select Client,IBM CyberDefend Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Colombia,North SSA Select,0.0,Intelligent Operations,Cybersecurity,IBM CyberDefend,0.0
2022,1,1,Americas,LA,LA North SSA,Unassigned,Accounting Exclusion,HCM Top,,Unassigned,0.0,-3361.0,0.0,0.0,0.0,Colombia,Unassigned,0.0,Intelligent Operations,Application Operations,Application Operations Top,-3361.0
2022,1,1,Americas,LA,LA North SSA,TREVALI MINING CORPORATION,Digital Squads,Source-to-Pay Operations BPO,None,Unassigned,0.0,0.0,0.0,0.0,0.0,Peru,North SSA Select,0.0,Intelligent Operations,Business Operations,Intelligent Procurement Operations,0.0
2022,1,1,Americas,LA,Mexico,GOBIERNO DE MEXICO,Select Client,IBM AIOps Services OA,DevSecOps & IT Automation,Unassigned,602779.6,463720.88,0.0,0.0,0.0,Mexico,Mexico Select,0.0,Intelligent Operations,Application Operations,IBM AIOps Services,463720.88
2022,1,1,Americas,LA,Mexico,INTERNATIONAL BUSINESS MACHINES CORPORATION,Unassigned,Hybrid Cloud & Data OA Top,,Unassigned,0.0,12238.2,0.0,0.0,0.0,Mexico,Mexico Non Sales,0.0,Strategy & Technology,Hybrid Cloud & Data,Hybrid Cloud & Data Top,12238.2
2022,1,1,Americas,US Communications & Industrial,US Communications & Industrial,SEMPRA ENERGY,Energy & Utilities,Experience Strategy and Design OA,Enterprise Experience Design iX,TARGET ENTERPRISE,1020.0,304.0,0.0,0.0,0.0,US Marketing Country,US EU/TME Strategic,0.0,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,304.0
2022,1,1,Americas,US Communications & Industrial,US Communications & Industrial,XCEL ENERGY,Energy & Utilities,Quality Engineering Services OA,Quality Engineering,FOUNDATION,21712.86,3652.86,0.0,0.0,0.0,US Marketing Country,US EU/TME Strategic,0.0,Intelligent Operations,Application Operations,Quality Engineering Services,3652.86
2022,1,1,Americas,US Communications & Industrial,US Communications & Industrial,VOLKSWAGEN,Automotive,HCM Top,,TARGET ENTERPRISE,150334.95,60126.45,0.0,0.0,0.0,US Marketing Country,09. IN-MI Hub,0.0,Intelligent Operations,Application Operations,Application Operations Top,60126.45
2022,1,1,Americas,US Communications & Industrial,US Communications & Industrial,VOLKSWAGEN AKTIENGESELLSCHAFT,Automotive,Source-to-Pay Operations BPO,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,09. IN-MI Hub,0.0,Intelligent Operations,Business Operations,Intelligent Procurement Operations,0.0
2022,1,1,Americas,US Communications & Industrial,US Communications & Industrial,DUN & BRADSTREET,Select Client,SALESFORCE,,PREMIER,0.0,-310282.59,0.0,0.0,0.0,US Marketing Country,US Tech Strategic,0.0,Strategy & Technology,Business Applications,Business Transformation with Salesforce,-310282.59
2022,1,1,Americas,US Communications & Industrial,US Communications & Industrial,NEWS CORPORATION LIMITED,Select Client,WORKDAY,Workday,Unassigned,37071.0,-11562.4,0.0,0.0,0.0,US Marketing Country,02. CT-NJ-NY Hub,0.0,Strategy & Technology,Business Applications,HR Technology,-11562.4
2022,1,1,Americas,US Communications & Industrial,US Communications & Industrial,DEUTSCHE TELEKOM AG,Telecommunications,SALESFORCE,Salesforce,ENTERPRISE,232628.88,64045.88,0.0,0.0,0.0,US Marketing Country,US Comm Enterprise,0.0,Strategy & Technology,Business Applications,Business Transformation with Salesforce,64045.88
2022,1,1,Americas,US Communications & Industrial,US Communications & Industrial,VERIZON COMMUNICATIONS INC.,Telecommunications,Source-to-Pay Operations BPO,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Comm Enterprise,0.0,Intelligent Operations,Business Operations,Intelligent Procurement Operations,0.0
2022,1,1,Americas,US Distribution,US Cpg,PEPSICO (PEPSI-COLA INTL),Consumer Products,SAP,,ENTERPRISE,244466.74,-120817.69,0.0,0.0,0.0,US Marketing Country,US Dist Enterprise,0.0,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,-120817.69
2022,1,1,Americas,US Distribution,US Cpg,SYSCO FOOD SERVICES INC,Select Client,IBM CyberDefend Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,17. LA-TX Hub,0.0,Intelligent Operations,Cybersecurity,IBM CyberDefend,0.0
2022,1,1,Americas,US Distribution,US Retail,KROGER / FRED MEYER,Retail,Strategy & Tech Top OA,,ENTERPRISE,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Dist Enterprise,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,0.0
2022,1,1,Americas,US Distribution,US TNT,AMERICAN AIRLINES INC.,Travel & Transportation,Application Management Services for ISVs (Microsoft),ISV Application Operations,FOUNDATION,-405.0,-17352.0,0.0,0.0,0.0,US Marketing Country,US Dist Strategic,0.0,Intelligent Operations,Application Operations,"Application Management Services for ISVs (not SAP, Oracle)",-17352.0
2022,1,1,Americas,US Distribution,US TNT,"DELTA AIR LINES, INC.",Travel & Transportation,Hybrid Cloud & Data OA Top,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Dist/Ind/EU/TME Enterprise,0.0,Strategy & Technology,Hybrid Cloud & Data,Hybrid Cloud & Data Top,0.0
2022,1,1,Americas,US Distribution,US TNT,DELTA AIRLINES,Travel & Transportation,IBM Cyber Strategy and Risk Other,,ENTERPRISE,146129.18,-26979.65,0.0,0.0,0.0,US Marketing Country,US Dist/Ind/EU/TME Enterprise,0.0,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,-26979.65
2022,1,1,Americas,US Federal,US Federal,"CHEMONICS INTERNATIONAL, INC.",Government,"AI Integration Services (with IBM, AWS)",None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Federal Strategic,0.0,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",0.0
2022,1,1,Americas,US Federal,US Federal,CIV - SSA,Government,Strategy & Tech Top OA,,ENTERPRISE,624638.75,443299.06,0.0,0.0,0.0,US Marketing Country,US Federal Enterprise,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,443299.06
2022,1,1,Americas,US Federal,US Federal,GOVERNMENT OF THE UNITED STATES,Government,SAP,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Federal Enterprise,0.0,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,0.0
2022,1,1,Americas,US Federal,US Federal,GOVERNMENT OF THE UNITED STATES,Government,Sales and Commerce Transformation OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Federal Enterprise,0.0,Strategy & Technology,Strategy & Transformation,Sales and Commerce Transformation,0.0
2022,1,1,Americas,US Federal,US Federal,SPATIAL FRONT INCORPORATED,Government,Strategy & Tech Top OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Federal Strategic,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,0.0
2022,1,1,Americas,US Federal,US Federal,THE ACUNA CORPORATION,Government,Strategy & Tech Top OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Federal Strategic,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,0.0
2022,1,1,Americas,US Financial,US Financial,CITIGROUP INC.,Banking,Cloud and Technology Strategy OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US FSM Enterprise Bank & INS,0.0,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,0.0
2022,1,1,Americas,US Financial,US Financial,DISCOVER FINANCIAL SERVICES,Banking,Custom Application Management Services OA,Custom Application Operations,PREMIER,211353.0,-34701.45,0.0,0.0,0.0,US Marketing Country,US FSM EAST,0.0,Intelligent Operations,Application Operations,Custom Application Management Services,-34701.45
2022,1,1,Americas,US Financial,US Financial,BERKSHIRE HATHAWAY INC.,Insurance,IBM Cyber Threat Management Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US FSM WEST,0.0,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,0.0
2022,1,1,Americas,US Financial,US Financial,METLIFE,Insurance,IBM Cyber Threat Management Other,Cyber Threat Management,ENTERPRISE,27338.84,10810.79,0.0,0.0,0.0,US Marketing Country,US FSM EAST,0.0,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,10810.79
2022,1,1,Americas,US Public and Communications,US Public and Communications,"ELEVANCE HEALTH, INC.",Healthcare,Intelligent Talent Operations OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,ELEVANCE,0.0,Intelligent Operations,Business Operations,Intelligent Talent Operations,0.0
2022,1,1,Americas,US Public and Communications,US Public and Communications,"MEDIMPACT HOLDINGS, INC.",Select Client,IBM Cyber Threat Management Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,15. CA-GU-HI-MP Hub,0.0,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,0.0
2022,1,1,Americas,US Public and Communications,US Public and Communications,STATE OF CALIFORNIA,Healthcare,IBM Cyber Threat Management Other,Cyber Threat Management,ENTERPRISE,61137.45,37351.67,0.0,0.0,0.0,US Marketing Country,STATE OF CALIFORNIA,0.0,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,37351.67
2022,1,1,Americas,US Public and Communications,US Public and Communications,BIO RAD,Select Client,Custom Application Management Services OA,Custom Application Operations,FOUNDATION,129042.68,67938.48,0.0,0.0,0.0,US Marketing Country,15. CA-GU-HI-MP Hub,0.0,Intelligent Operations,Application Operations,Custom Application Management Services,67938.48
2022,1,1,Americas,US Public and Communications,US Public and Communications,C.P. PHARMACEUTICALS INTERNATIONAL C.V.,Life Sciences,HR and Employee Operations OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,PFIZER,0.0,Intelligent Operations,Business Operations,Intelligent HR and Employee Operations,0.0
2022,1,1,Americas,US Public and Communications,US Public and Communications,STATE OF CALIFORNIA,Education,IBM CyberDefend Other,CyberDefend,ENTERPRISE,144124.42,68897.5,0.0,0.0,0.0,US Marketing Country,STATE OF CALIFORNIA,0.0,Intelligent Operations,Cybersecurity,IBM CyberDefend,68897.5
2022,1,1,Americas,US Public and Communications,US Public and Communications,STATE OF CALIFORNIA,Government,IBM Cyber Threat Management Other,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,STATE OF CALIFORNIA,0.0,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,0.0
2022,1,1,Americas,US Public and Communications,US Public and Communications,STATE OF IOWA,Select Client,Data Transformation,Data Services,Unassigned,415598.29,415598.29,0.0,0.0,0.0,US Marketing Country,12. AR-IA-KS-MO-NE-OK Hub,0.0,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",415598.29
2022,1,1,Americas,US Public and Communications,US Public and Communications,Unassigned,Unassigned,Strategy & Tech Top OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,Unassigned,0.0,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,-224914.74
2022,1,1,Americas,US Top,US Top,ALPHABET INC.,Media & Entertainment,Marketing Transformation OA,None,Unassigned,0.0,0.0,0.0,0.0,0.0,US Marketing Country,US Tech Strategic,0.0,Strategy & Technology,Business Applications,Marketing Transformation,0.0
