YEAR,QUARTER,MONTH,INDUSTRY,UT30_NAME,PRACTICE,GEOGRAPHY,MARKET,SECTOR,REVENUE_BUDGET_AMT,SIGNINGS_BUDGET_AMT,CLIENT_NAME,UT15_NAME,UT17_NAME,UT20_NAME,GROSS_PROFIT_BUDGET_AMT,PLAN_ID
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,20000.0,20000.0,AMET SPA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),5040.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,20000.0,20000.0,ASTEA SPA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),5040.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,93617.02,25000.0,AZIENDA MUNICIPALE AMBIENTE AMA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),22576.07,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,93617.02,25000.0,AZIENDA MUNICIPALE AMBIENTE AMA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),22999.04,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,106382.98,25000.0,AZIENDA MUNICIPALE AMBIENTE AMA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),21276.6,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,106382.98,25000.0,AZIENDA MUNICIPALE AMBIENTE AMA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),26808.51,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,825000.0,950000.0,CK HUTCHISON HOLDINGS LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),198951.65,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,825000.0,950000.0,CK HUTCHISON HOLDINGS LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),202679.07,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,825000.0,950000.0,CK HUTCHISON HOLDINGS LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),152625.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,825000.0,950000.0,CK HUTCHISON HOLDINGS LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),207900.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,500000.0,500000.0,EDF,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),120576.76,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,500000.0,500000.0,EDF,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),122835.8,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,500000.0,1000000.0,EDF,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),100000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,500000.0,1000000.0,EDF,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),126000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,100000.0,ENEL,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),30144.19,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,100000.0,ENEL,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),30708.95,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,225000.0,ENEL,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),25000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,225000.0,ENEL,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),31500.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,200000.0,142857.14,F2I FONDI ITALIANI PER LE INFRASTRUTTURE - F2I S.G.R. SPA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),48230.7,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,200000.0,142857.14,F2I FONDI ITALIANI PER LE INFRASTRUTTURE - F2I S.G.R. SPA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),49134.32,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,200000.0,107142.86,F2I FONDI ITALIANI PER LE INFRASTRUTTURE - F2I S.G.R. SPA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),40000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,200000.0,107142.86,F2I FONDI ITALIANI PER LE INFRASTRUTTURE - F2I S.G.R. SPA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),50400.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,28571.43,GELSIA SRL,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6028.84,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,28571.43,GELSIA SRL,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6141.79,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,21428.57,GELSIA SRL,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),5000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,21428.57,GELSIA SRL,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6300.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,1000000.0,1465000.0,HERA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),240184.22,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,1000000.0,1465000.0,HERA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),245005.92,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,1000000.0,1925000.0,HERA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),203000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,1000000.0,1925000.0,HERA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),255000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,42857.14,IREN,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),30144.19,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,42857.14,IREN,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),30708.95,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,57142.86,IREN,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),25000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,57142.86,IREN,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),31500.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,28571.43,LINEA GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6028.84,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,28571.43,LINEA GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6141.79,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,21428.57,LINEA GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),5000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,21428.57,LINEA GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6300.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,57142.86,METROPOLITANA MILANESE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6028.84,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,57142.86,METROPOLITANA MILANESE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6141.79,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,42857.14,METROPOLITANA MILANESE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),5000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,200000.0,0.0,ATC INDIA TOWER CORPORATION PVT. LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),42000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,1200000.0,0.0,BHARTI ENTERPRISES,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),264000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,1300000.0,0.0,BHARTI ENTERPRISES,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),286000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,1600000.0,10000000.0,BHARTI ENTERPRISES,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),352000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,2000000.0,0.0,BHARTI ENTERPRISES,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),440000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,40000.0,0.0,BROOKFIELD DEVELOPMENT CORP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),8400.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,40000.0,200000.0,BROOKFIELD DEVELOPMENT CORP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),8400.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,60000.0,300000.0,BROOKFIELD DEVELOPMENT CORP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),12600.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,60000.0,0.0,BROOKFIELD DEVELOPMENT CORP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),12600.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,30000.0,0.0,GAIL (INDIA) LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6300.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,30000.0,400000.0,GAIL (INDIA) LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6300.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,150000.0,1500000.0,GAIL (INDIA) LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),31500.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,150000.0,0.0,GAIL (INDIA) LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),31500.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,330000.0,300000.0,RENEW POWER VENTURES PVT LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),69300.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,430000.0,100000.0,RENEW POWER VENTURES PVT LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),90300.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,590000.0,1500000.0,RENEW POWER VENTURES PVT LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),123900.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,650000.0,300000.0,RENEW POWER VENTURES PVT LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),136500.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,168859.06,1000000.0,TELSTRA GROUP LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),27028.84,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,172236.24,2001601.93,TELSTRA GROUP LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),30270.7,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,175680.97,1011105.69,TELSTRA GROUP LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),33523.39,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,163680.97,2788.25,TELSTRA GROUP LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),45180.97,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,20000.0,100000.0,TORRENT PRIVATE LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),4200.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,20000.0,0.0,TORRENT PRIVATE LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),4200.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,20000.0,200000.0,TORRENT PRIVATE LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),4200.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,50000.0,200000.0,Unassigned,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),10500.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,50000.0,1100000.0,Unassigned,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),10500.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,200000.0,0.0,Unassigned,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),42000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,200000.0,200000.0,Unassigned,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),42000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,7160000.0,3010000.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1718400.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,7640000.0,4490000.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1833600.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,9900000.0,5000000.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),2376000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,APAC,ISA,ISA Other,10700000.0,5500000.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),2568000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,107142.86,A.S.A. - AZIENDA SERVIZI AMBIENTALI,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),30144.19,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,107142.86,A.S.A. - AZIENDA SERVIZI AMBIENTALI,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),30708.95,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,142857.14,A.S.A. - AZIENDA SERVIZI AMBIENTALI,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),25000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,125000.0,142857.14,A.S.A. - AZIENDA SERVIZI AMBIENTALI,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),31500.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,1075000.0,1628571.43,A2A,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),262240.03,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,1075000.0,1628571.43,A2A,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),267096.97,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,1075000.0,1221428.57,A2A,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),218000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,1075000.0,1221428.57,A2A,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),273900.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,28571.43,ACINQUE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6028.84,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,28571.43,ACINQUE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6141.79,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,21428.57,ACINQUE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),5000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,25000.0,21428.57,ACINQUE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),6300.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,46808.51,50000.0,ACQUEDOTTO PUGLIESE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),11288.04,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,46808.51,50000.0,ACQUEDOTTO PUGLIESE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),11499.52,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,Italy,Italy Commercial,53191.49,50000.0,ACQUEDOTTO PUGLIESE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),10638.3,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,667230.08,864994.0,ASAHI SHIMBUN,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),130484.05,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,1038977.66,1400265.15,DENTSU,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),216148.72,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,1070011.8,781995.93,DENTSU,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),181104.53,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,276732.89,320309.96,DENTSU,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),89643.96,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,931406.5,1207129.49,DENTSU,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),83451.95,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,9751361.37,10534586.98,JAPAN BROADCASTING CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),2174077.76,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,6492888.11,3803663.03,JAPAN BROADCASTING CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1164560.63,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,9020521.7,8369307.3,JAPAN BROADCASTING CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),2086014.32,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,8867790.9,11515644.32,JAPAN BROADCASTING CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),850900.87,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,894311.76,1207678.17,KDDI CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),316829.92,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,731193.94,535434.95,KDDI CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),216768.06,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,1434030.18,1663129.87,KDDI CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),485249.99,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Japan,JP Communications,JP TME,1173247.39,1523569.93,KDDI CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),256962.73,BUDCL
