YEAR,QUARTER,MONTH,GEOGRAPHY,MARKET,COUNTRY,REGION,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,REVENUE,GROSS_PROFIT,REVENUE_PY,GROSS_PROFIT_PY,REVENUE_PPY,GROSS_PROFIT_PPY
2022,1,1,APAC,Greater China Group Market,China,Greater China Group Region,PRC Select NC Beijing,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,14934.66,14934.66,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,China,Greater China Group Region,PRC Select NC Beijing,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,Technology Expert Labs - Cloud,9598.2,9598.2,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,China,Greater China Group Region,PRC Select SC Non Shenzhen/WC,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),4567.96,4567.96,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,China,Greater China Group Region,PRC Select SC Shenzhen,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,3270.95,3270.95,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,China,Greater China Group Region,Unassigned,Blockchain Solutions Withdrawn,Blockchain Withdrawn,Blockchain Solutions Portfolio Withdrawn,TradeLens Withdrawn,86935.35,86935.35,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,China,Greater China Group Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,42484.59,42484.59,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Non Sales,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,98.89,98.89,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,0.0,0.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Application Development & Integration,Application Integration,Aspera,0.0,0.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Application Development & Integration,B2B Integration,Blockchain Support,1719.6,1719.6,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Application Development & Integration,B2B Integration,Sterling Data Exchange SaaS,2321.05,2321.05,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,TRIRIGA,52594.87,52594.87,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Automation Platform,Technology Business Management,Observability Portfolio,Instana,424.22,424.22,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,78413.87,78413.87,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,AI Productivity,Business Analytics,Cognos Analytics,29655.86,29655.86,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,AI Productivity,Business Analytics,Planning Analytics,263669.23,263669.23,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,AI/ML Ops,AI Tools,watsonx.ai,3995.15,3995.15,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,Data Fabric,Data Integration,Data Fabric Ecosystem & Emerging,40125.38,40125.38,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,Data Fabric,Data Intelligence,Cloud Pak for Data,-9.63,-9.63,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,Data Fabric,Data Intelligence,Decision Optimization,798.22,798.22,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,Data Fabric,Data Intelligence,Master Data Management,12430.17,12430.17,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,9355.6,9355.6,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,Data Fabric,Databases,Db2,1583.88,1583.88,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),294.46,294.46,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,Cloud Public Subscription (Cross BU),150.44,150.44,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),-76.99,-76.99,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,4019.48,4019.48,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,20671.41,20671.41,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Security Services,13.51,13.51,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Deployment Automation - CD,563.63,563.63,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Observability,1284.46,1284.46,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",51098.03,51098.03,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud PaaS,ZaaS and Hyper Protect Services,ZaaS and Hyper Protect,5629.13,5629.13,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,IBM Cloud Premium & Advanced Support,6254.87,6254.87,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Select,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,Technology Expert Labs - Cloud,6325.12,6325.12,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Application Development & Integration,Application Integration,API Connect,1400.16,1400.16,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Application Development & Integration,Application Integration,Cloud Pak for Integration,175.89,175.89,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Engineering Lifecycle Management Suite,34498.9,34498.9,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),32864.12,32864.12,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",10698.83,10698.83,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",11831.83,11831.83,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Trusteer Fraud Protection,136341.73,136341.73,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify,39923.1,39923.1,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,800.84,800.84,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,14279.8,14279.8,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Technology Business Management,Asset Lifecycle Management,TRIRIGA,2931.69,2931.69,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Automation Platform,Technology Business Management,Observability Portfolio,Instana,2166.84,2166.84,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,23728.24,23728.24,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,AI Productivity,Business Analytics,Planning Analytics,10913.42,10913.42,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,AI/ML Ops,AI Tools,watsonx.ai,72.54,72.54,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,Data Fabric,Data Integration,Data Fabric Ecosystem & Emerging,9472.88,9472.88,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,Data Fabric,Data Integration,DataStage,19931.67,19931.67,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,Data Fabric,Data Intelligence,Master Data Management,22093.02,22093.02,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,647.72,647.72,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,Data Fabric,Databases,Db2,92830.8,92830.8,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),87655.51,87655.51,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,403.8,403.8,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,14849.91,14849.91,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Observability,17.22,17.22,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",28285.11,28285.11,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Strategic,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,IBM Cloud Premium & Advanced Support,8188.0,8188.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),0.14,0.14,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),IoT Platform Withdrawn,7.09,7.09,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",-88142.87,-88142.87,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,33.87,33.87,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,0.73,0.73,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Data Platform,AI Productivity,Business Analytics,Planning Analytics,2752.92,2752.92,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),0.27,0.27,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,6645.61,6645.61,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",-1180.17,-1180.17,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Automation Platform,Application Development & Integration,Application Integration,Aspera,7586.57,7586.57,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Automation Platform,Application Development & Integration,B2B Integration,Video Streaming,599.28,599.28,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),83.48,83.48,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,75.84,75.84,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,273.76,273.76,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Data Platform,AI Productivity,Business Analytics,Cognos Analytics,11.82,11.82,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,1059.93,1059.93,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,0.01,0.01,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,561.05,561.05,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Observability,52.2,52.2,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Non Sales,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",12.31,12.31,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,1089.5,1089.5,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Application Development & Integration,B2B Integration,Blockchain Support,-2.35,-2.35,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Application Development & Integration,B2B Integration,Sterling Data Exchange SaaS,28.63,28.63,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Application Development & Integration,B2B Integration,Video Streaming,621.74,621.74,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Engineering Lifecycle Management Suite,3198.79,3198.79,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),1858.1,1858.1,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",15382.14,15382.14,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,4009.84,4009.84,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Security Threat Management,Security Threat Mgmt,QRadar SIEM,3984.22,3984.22,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,5052.11,5052.11,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Blockchain Solutions Withdrawn,Blockchain Withdrawn,Blockchain Solutions Portfolio Withdrawn,TradeLens Withdrawn,208.66,208.66,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,-4813.14,-4813.14,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Data Platform,AI Productivity,Business Analytics,Planning Analytics,52737.45,52737.45,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Data Platform,Data Fabric,Data Intelligence,Cloud Pak for Data,-3.49,-3.49,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,263.79,263.79,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),-11.88,-11.88,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,531.86,531.86,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Observability,0.07,0.07,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",765.5,765.5,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,IBM Cloud Premium & Advanced Support,840.75,840.75,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Select,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,Technology Expert Labs - Cloud,733.75,733.75,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Strategic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),3088.75,3088.75,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Strategic,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Trusteer Fraud Protection,8226.96,8226.96,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,New Zealand Strategic,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify,23711.49,23711.49,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,Unassigned,Data Platform,AI Productivity,Business Analytics,Planning Analytics,1764.89,1764.89,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,New Zealand,Australia/New Zealand Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,370.32,370.32,0.0,0.0,0.0,0.0
2022,1,1,APAC,India/South Asia Market,India PTE Ltd,India/South Asia Region,ISA North & East & Bangladesh,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,13546.52,13546.52,0.0,0.0,0.0,0.0
2022,1,1,APAC,India/South Asia Market,India PTE Ltd,India/South Asia Region,ISA North & East & Bangladesh,Automation Platform,Technology Business Management,Asset Lifecycle Management,Sterling Order Management System,10573.63,10573.63,0.0,0.0,0.0,0.0
2022,1,1,APAC,India/South Asia Market,India PTE Ltd,India/South Asia Region,ISA North & East & Bangladesh,Blockchain Solutions Withdrawn,Blockchain Withdrawn,Blockchain Solutions Portfolio Withdrawn,TradeLens Withdrawn,738.91,738.91,0.0,0.0,0.0,0.0
2022,1,1,APAC,India/South Asia Market,India PTE Ltd,India/South Asia Region,ISA North & East & Bangladesh,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,145.83,145.83,0.0,0.0,0.0,0.0
2022,1,1,APAC,India/South Asia Market,India PTE Ltd,India/South Asia Region,ISA North & East & Bangladesh,Data Platform,AI Productivity,Business Analytics,Cognos Analytics,4233.49,4233.49,0.0,0.0,0.0,0.0
2022,1,1,EMEA,"Northern, Central and Eastern Europe Market",Luxembourg,BeLux Region,LU Select Territory,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,73.74,73.74,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Application Development & Integration,B2B Integration,Video Streaming,98.89,98.89,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),1823.51,1823.51,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",1189.31,1189.31,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,17336.22,17336.22,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Security Threat Management,Security Threat Mgmt,QRadar SIEM,0.0,0.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,0.0,0.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,7121.88,7121.88,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Data Platform,AI Productivity,Business Analytics,Planning Analytics,998.9,998.9,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Data Platform,Data Fabric,Data Integration,Data Fabric Ecosystem & Emerging,13536.39,13536.39,0.0,0.0,0.0,0.0
2022,1,1,APAC,Greater China Group Market,Hong Kong,Greater China Group Region,Hong Kong Select,Data Platform,Data Fabric,Data Intelligence,Cloud Pak for Data,-27.93,-27.93,0.0,0.0,0.0,0.0
