YEAR,QUARTER,MONTH,GEOGRAPHY,MARKET,COUNTRY,REGION,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,REVENUE,GROSS_PROFIT,REVENUE_PY,GROSS_PROFIT_PY,REVENUE_PPY,GROSS_PROFIT_PPY
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,IBM Cloud Premium & Advanced Support,1382.63,1382.63,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Unassigned,Automation Platform,Application Development & Integration,Application Integration,Aspera,356.59,356.59,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Unassigned,Automation Platform,Application Development & Integration,B2B Integration,Video Streaming,323.19,323.19,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Unassigned,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),2070.47,2070.47,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Unassigned,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,1615.75,1615.75,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,7123.68,7123.68,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",0.92,0.92,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Enterprise,Automation Platform,Application Development & Integration,Application Integration,"Financial Transactions,Payments & Insights",1458.33,1458.33,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Non Sales,Automation Platform,Application Development & Integration,B2B Integration,Sterling Data Exchange SaaS,35.0,35.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Non Sales,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,113.85,113.85,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Non Sales,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",34.18,34.18,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Development,Legacy App Services,3531.45,3531.45,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,3681.83,3681.83,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Integration,App Connect,575.0,575.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Integration,Aspera,24938.05,24938.05,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Integration,Cloud Pak for Integration,2591.73,2591.73,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,Application Integration,"Financial Transactions,Payments & Insights",1795.29,1795.29,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,B2B Integration,Blockchain Support,394.94,394.94,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,B2B Integration,Sterling Data Exchange SaaS,20947.12,20947.12,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Application Development & Integration,B2B Integration,Video Streaming,1401.4,1401.4,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),475.09,475.09,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",3839.2,3839.2,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),2749.49,2749.49,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,4839.86,4839.86,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify,49385.62,49385.62,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify Privilege,912.24,912.24,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,8638.46,8638.46,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,5116.65,5116.65,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Blockchain Solutions Withdrawn,Blockchain Withdrawn,Blockchain Solutions Portfolio Withdrawn,TradeLens Withdrawn,56806.29,56806.29,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,3152.44,3152.44,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,AI Productivity,Business Analytics,Planning Analytics,59633.11,59633.11,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,AI/ML Ops,AI Governance,watsonx.governance,3332.22,3332.22,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,AI/ML Ops,AI Tools,watsonx.ai,448.18,448.18,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,Data Fabric,Data Integration,Data Fabric Ecosystem & Emerging,2129.1,2129.1,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,Data Fabric,Data Intelligence,Cloud Pak for Data,-1.33,-1.33,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,Data Fabric,Data Intelligence,Decision Optimization,686.55,686.55,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,1320.26,1320.26,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,Data Fabric,Databases,Cloudera & Hadoop,5077.21,5077.21,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),1023.72,1023.72,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),807.05,807.05,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,446.27,446.27,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,ASEAN Region,Singapore Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,395.5,395.5,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Brunei,ASEAN Region,Malaysia Select,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,558.87,558.87,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Brunei,ASEAN Region,Malaysia Select,Data Platform,AI/ML Ops,AI Tools,watsonx.ai,33.53,33.53,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Brunei,ASEAN Region,Malaysia Select,Data Platform,Data Fabric,Databases,Db2,31.56,31.56,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Brunei,ASEAN Region,Malaysia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,6.45,6.45,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Brunei,ASEAN Region,Malaysia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Deployment Automation - CD,23.71,23.71,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Brunei,ASEAN Region,Malaysia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Observability,0.01,0.01,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Brunei,ASEAN Region,Malaysia Select,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",53.93,53.93,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Brunei,ASEAN Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",-0.01,-0.01,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Non Sales,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),0.2,0.2,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Non Sales,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",439.62,439.62,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Non Sales,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Watson Media Top - Bus Partner Rebates, Miscodes (AUO)",0.5,0.5,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Non Sales,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,2.57,2.57,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Non Sales,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),0.07,0.07,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Non Sales,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",98.07,98.07,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,954.51,954.51,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Automation Platform,Application Development & Integration,B2B Integration,Blockchain Support,-0.75,-0.75,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Automation Platform,Application Development & Integration,B2B Integration,Sterling Data Exchange SaaS,38.01,38.01,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),43.71,43.71,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",37697.83,37697.83,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,935.17,935.17,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Trusteer Fraud Protection,255568.28,255568.28,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,11955.68,11955.68,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,-16.25,-16.25,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Data Platform,AI Productivity,Business Analytics,Cognos Analytics,47.52,47.52,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Data Platform,AI Productivity,Business Analytics,Planning Analytics,1351.26,1351.26,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Data Platform,Data Fabric,Data Intelligence,Cloud Pak for Data,-1.11,-1.11,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,2727.54,2727.54,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),864.73,864.73,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),4600.48,4600.48,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,160.96,160.96,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,-1.52,-1.52,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",859.65,859.65,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,IBM Cloud Premium & Advanced Support,502.6,502.6,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Indonesia Select,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,Technology Expert Labs - Cloud,101.42,101.42,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Unassigned,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",-6085.44,-6085.44,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,ASEAN Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,603.76,603.76,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,2428.72,2428.72,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Application Development & Integration,B2B Integration,Blockchain Support,304.17,304.17,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Application Development & Integration,B2B Integration,Sterling Data Exchange SaaS,834.3,834.3,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),2021.53,2021.53,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),IoT Platform Withdrawn,7.07,7.07,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",2257.54,2257.54,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,73315.72,73315.72,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Trusteer Fraud Protection,50920.53,50920.53,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify Privilege,3214.79,3214.79,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,3.54,3.54,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Sterling Order Management System,5780.88,5780.88,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Automation Platform,Technology Business Management,Observability Portfolio,IT Automation Heritage,207.9,207.9,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Blockchain Solutions Withdrawn,Blockchain Withdrawn,Blockchain Solutions Portfolio Withdrawn,TradeLens Withdrawn,1262.94,1262.94,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,2866.53,2866.53,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Data Platform,AI Productivity,Business Analytics,Planning Analytics,13988.2,13988.2,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Data Platform,Data Fabric,Data Integration,Data Fabric Ecosystem & Emerging,66.48,66.48,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Data Platform,Data Fabric,Data Intelligence,Cloud Pak for Data,-0.87,-0.87,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,645.07,645.07,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),20820.6,20820.6,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,1082.49,1082.49,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",1635.13,1635.13,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Malaysia Select,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,IBM Cloud Premium & Advanced Support,2383.5,2383.5,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Unassigned,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),72.96,72.96,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Unassigned,Blockchain Solutions Withdrawn,Blockchain Withdrawn,Blockchain Solutions Portfolio Withdrawn,TradeLens Withdrawn,1213.76,1213.76,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Unassigned,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,272.56,272.56,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,220.15,220.15,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,ASEAN Region,Unassigned,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",42.41,42.41,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,Application Integration,API Connect,36777.69,36777.69,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,Application Integration,Aspera,55.53,55.53,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,B2B Integration,Blockchain Support,124.92,124.92,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Application Development & Integration,B2B Integration,Sterling Data Exchange SaaS,35.0,35.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),52.03,52.03,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",8169.28,8169.28,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),-11170.66,-11170.66,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,10019.25,10019.25,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,1980.11,1980.11,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,20632.82,20632.82,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Data Platform,AI Productivity,AI Assistants,watsonx Orchestrate,37.89,37.89,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Data Platform,AI Productivity,Business Analytics,Cognos Analytics,115.31,115.31,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Data Platform,Data Fabric,Data Integration,Data Fabric Ecosystem & Emerging,231.3,231.3,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,1326.6,1326.6,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),-2597.16,-2597.16,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Containers,-198.07,-198.07,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Cloud Data Services,1656.62,1656.62,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Deployment Automation - CD,-25.22,-25.22,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Public Cloud Platform,Public Cloud PaaS,Cloud Native PaaS,Observability,3.03,3.03,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,ASEAN Region,Philippines Select,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",1613.14,1613.14,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Non Sales,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",1126.0,1126.0,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Non Sales,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,745.72,745.72,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Non Sales,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,1251.74,1251.74,0.0,0.0,0.0,0.0
2022,1,1,APAC,Australia/New Zealand Market,Australia,Australia/New Zealand Region,Australia Non Sales,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,5822.81,5822.81,0.0,0.0,0.0,0.0
