YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,COUNTRY,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,DEAL_SIZE,SIGNINGS,SIGNINGS_PY,SIGNINGS_PPY,BRANCH
2025,1,11,EMEA,"Northern, Central and Eastern Europe Market",Estonia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Red Hat,Red Hat Top Market (AUO),Red Hat Top Portfolio (AUO),Red Hat Top (AUO),Unassigned,248.0,,,
2025,1,8,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,-19069.0,,,
2025,1,6,APAC,Australia/New Zealand Market,New Zealand,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,9,EMEA,France Market,France,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,318380.0,,,
2025,1,3,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,6.0,,,
2025,1,3,EMEA,France Market,France,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,-5100.0,,,
2025,2,7,EMEA,UKI Market,Ireland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,Middle East/Africa Market,Nigeria,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,13,APAC,ASEAN Market,Philippines,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,40097.0,,,
2025,1,12,APAC,Australia/New Zealand Market,Australia,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,9,EMEA,SPGI Market,Greece,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,2,3,EMEA,UKI Market,United Kingdom,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Storage Top SW (TPS)(AUO),Unassigned,2.0,,,
2025,2,12,Americas,Canadian Market,Canada,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,11,EMEA,DACH Market,Switzerland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,4,Americas,Latin America Market,Mexico,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,188979.0,,,
2025,1,9,EMEA,DACH Market,Austria,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,10,Americas,Canadian Market,Canada,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,8.0,,,
2025,1,6,EMEA,"Northern, Central and Eastern Europe Market",Norway,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,1,3,EMEA,Middle East/Africa Market,United Arab Emirates,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,129905.0,,,
2025,2,5,Japan,Japan Market,Japan,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,671428.0,,,
2025,2,8,EMEA,"Northern, Central and Eastern Europe Market",Romania,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,13,EMEA,Middle East/Africa Market,Qatar,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,5,EMEA,UKI Market,Ireland,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,8,APAC,Korea Market,Korea,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,8,Americas,Latin America Market,Peru,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,8,EMEA,UKI Market,United Kingdom,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,21284.0,,,
2025,2,4,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,9920.0,,,
2025,1,4,EMEA,UKI Market,United Kingdom,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,APAC,Australia/New Zealand Market,Australia,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,8,Americas,Latin America Market,Argentina,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,253482.0,,,
2025,1,13,EMEA,France Market,France,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,1584961.0,,,
2025,1,10,EMEA,DACH Market,Austria,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,5,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,3,EMEA,SPGI Market,Greece,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,6400.0,,,
2025,2,11,Americas,Latin America Market,Ecuador,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Slovenia,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,2,3,EMEA,"Northern, Central and Eastern Europe Market",Finland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,252000.0,,,
2025,1,4,EMEA,Middle East/Africa Market,South Africa,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,2,12,EMEA,SPGI Market,Israel (SEMEA Sub),Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,-297193.0,,,
2025,1,12,APAC,Greater China Group Market,Taiwan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,8,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,MaaS360 Mobile Security and Management,Unassigned,21440.0,,,
2025,2,10,APAC,ASEAN Market,Indonesia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,1775.0,,,
2025,2,3,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,6,EMEA,France Market,France,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,6,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,-527342.0,,,
2025,1,4,EMEA,Italy Market,Italy,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,10200.0,,,
2025,2,3,APAC,ASEAN Market,Malaysia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,467.0,,,
2025,1,9,EMEA,Middle East/Africa Market,Saudi Arabia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,4,Americas,Canadian Market,Canada,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,39667.0,,,
2025,2,12,EMEA,Middle East/Africa Market,Saudi Arabia,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,13,APAC,India/South Asia Market,India PTE Ltd,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,81638.0,,,
2025,2,11,EMEA,"Northern, Central and Eastern Europe Market",Slovenia,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,7,EMEA,UKI Market,United Kingdom,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,8,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,10,APAC,Australia/New Zealand Market,New Zealand,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,7,EMEA,Italy Market,Italy,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,6,EMEA,DACH Market,Switzerland,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,-335750.0,,,
2025,1,4,EMEA,UKI Market,United Kingdom,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,193750.0,,,
2025,1,7,EMEA,France Market,France,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,54490.0,,,
2025,1,9,EMEA,SPGI Market,Greece,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,6,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,-1.0,,,
2025,2,3,EMEA,Italy Market,Italy,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,32000.0,,,
2025,1,11,EMEA,UKI Market,Ireland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,1,10,APAC,ASEAN Market,Singapore,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,19317.0,,,
2025,1,12,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,100681.0,,,
2025,2,10,EMEA,SPGI Market,Greece,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,12,EMEA,SPGI Market,Spain,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,1700.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,1,10,APAC,Australia/New Zealand Market,New Zealand,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,6,Americas,Latin America Market,Argentina,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,-19237.0,,,
2025,1,4,Americas,Latin America Market,Mexico,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,12,APAC,Australia/New Zealand Market,Australia,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,2,5,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,4,APAC,India/South Asia Market,India PTE Ltd,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,-1.0,,,
2025,2,6,EMEA,Middle East/Africa Market,UAE - United Arab Emirates,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,291.0,,,
2025,2,7,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,40000.0,,,
2025,2,12,EMEA,DACH Market,Germany,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,950961.0,,,
2025,1,13,EMEA,SPGI Market,Cyprus,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,2,APAC,Greater China Group Market,China,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,1,13,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,8,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,8,Americas,Latin America Market,Uruguay,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,3,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,750000.0,,,
2025,1,7,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,-5415.0,,,
2025,2,9,APAC,India/South Asia Market,India PTE Ltd,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,SPGI Market,Israel (SEMEA Sub),Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,11,EMEA,Italy Market,Italy,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,-2275.0,,,
2025,1,5,EMEA,Middle East/Africa Market,Turkiye Sub,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,7650.0,,,
2025,1,13,EMEA,Middle East/Africa Market,Qatar,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,12,APAC,India/South Asia Market,India PTE Ltd,Public Cloud Platform,Public Cloud IaaS,Cloud Native IaaS,Cloud Object Storage,<10M,0.0,,,
2025,1,11,EMEA,Middle East/Africa Market,South Africa,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,2,5,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,11977.0,,,
2025,2,10,EMEA,SPGI Market,Spain,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,2,10,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,-53389.0,,,
2025,1,7,EMEA,UKI Market,Ireland,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,SPGI Market,Spain,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,24139.0,,,
2025,2,5,EMEA,SPGI Market,Israel (SEMEA Sub),Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,152776.0,,,
2025,1,10,EMEA,"Northern, Central and Eastern Europe Market",Poland,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,Americas,Latin America Market,Chile,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,10,EMEA,DACH Market,Germany,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,5,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,115121.0,,,
2025,1,12,Americas,Latin America Market,Mexico,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,8,APAC,Greater China Group Market,China,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,6,Americas,US Top Market,United States of America,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,8,Americas,Canadian Market,Canada,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,-1.0,,,
2025,1,9,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,9,APAC,Australia/New Zealand Market,New Zealand,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,30000.0,,,
2025,1,11,APAC,Greater China Group Market,China,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,9566.0,,,
2025,1,3,Americas,Latin America Market,Chile,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,33376.0,,,
2025,2,8,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,1.0,,,
2025,1,6,EMEA,Middle East/Africa Market,Turkiye,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,4,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,38560.0,,,
2025,2,5,Americas,Canadian Market,Bahamas,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,3203.0,,,
2025,2,6,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,9000.0,,,
2025,1,7,APAC,Greater China Group Market,Hong Kong,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,12457.0,,,
2025,2,4,Japan,Japan Market,Japan,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,106667.0,,,
2025,2,12,Americas,Latin America Market,Mexico,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,1332796.0,,,
2025,1,6,EMEA,Middle East/Africa Market,Qatar,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,5,EMEA,UKI Market,United Kingdom,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Storage Top SW (TPS)(AUO),Unassigned,0.0,,,
2025,2,5,Americas,US Top Market,United States of America,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,1085752.0,,,
2025,1,4,EMEA,DACH Market,Germany,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,500021.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,2,3,APAC,India/South Asia Market,India PTE Ltd,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,13,EMEA,SPGI Market,Greece,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,2,8,Americas,Latin America Market,Brazil,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,1579.0,,,
2025,1,9,Japan,Japan Market,Japan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,10,EMEA,Italy Market,Italy,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,12500.0,,,
2025,1,10,APAC,Australia/New Zealand Market,Australia,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Storage Top SW (TPS)(AUO),Unassigned,0.0,,,
2025,1,11,Americas,Canadian Market,Canada,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,10,EMEA,Italy Market,Italy,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,174000.0,,,
2025,1,5,Americas,Latin America Market,Colombia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,2,7,APAC,ASEAN Market,Philippines,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,10,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,-91002.0,,,
2025,2,3,EMEA,UKI Market,United Kingdom,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,479270.0,,,
2025,1,7,Americas,Latin America Market,Colombia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,1408322.0,,,
2025,2,8,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,6495.0,,,
2025,2,4,EMEA,"Northern, Central and Eastern Europe Market",Estonia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,10,Japan,Japan Market,Japan,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,2,10,Japan,Japan Market,Japan,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,2,8,EMEA,Middle East/Africa Market,Saudi Arabia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,Japan,Japan Market,Japan,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,1201904.0,,,
2025,1,1,Japan,Japan Market,Japan,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,9,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,122557.0,,,
2025,1,3,APAC,Korea Market,Korea,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,18627.0,,,
2025,1,12,Japan,Japan Market,Japan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,11,Americas,US Top Market,United States of America,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,27720.0,,,
2025,2,6,EMEA,"Northern, Central and Eastern Europe Market",Norway,Red Hat,Red Hat Top Market (AUO),Red Hat Top Portfolio (AUO),Red Hat Top (AUO),Unassigned,2387.0,,,
2025,1,10,EMEA,France Market,France,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,2,5,Americas,US Top Market,United States of America,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,229680.0,,,
2025,1,3,APAC,Greater China Group Market,Hong Kong,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,46517.0,,,
2025,1,9,Japan,Japan Market,Japan,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,3,EMEA,SPGI Market,Greece,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,82730.0,,,
2025,1,11,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,-1.0,,,
2025,2,11,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,2,4,EMEA,SPGI Market,Israel (SEMEA Sub),Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,13946.0,,,
2025,1,11,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Romania,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,11,EMEA,UKI Market,United Kingdom,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,40715.0,,,
